Ver. 4 7 real time data, Monday, August 28, 2017 1:58:57 AM
TEMPO	GIRI	LAMBDA	GAS	BENZ	PRESS	MAP	T.RID	T.GAS	LIV	SLOW	FAST	OX	MARKER	AUTOMARKER	ECUMARKER
82830	1235	1.630000	8.550000	4.660000	0.890000	0.450000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
82990	1245	1.530000	9.300000	5.170000	0.940000	0.540000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
83150	1348	1.590000	13.010000	7.770000	0.900000	0.650000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
83310	1522	1.370000	10.000000	5.920000	1.000000	0.620000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
83470	1632	1.230000	10.340000	5.970000	0.930000	0.540000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
83631	1585	1.480000	9.500000	5.430000	0.930000	0.580000	81.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
83791	1501	1.680000	10.170000	5.860000	0.930000	0.620000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
83951	1452	1.760000	10.640000	6.190000	0.930000	0.650000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
84111	1566	1.650000	10.630000	6.210000	0.940000	0.650000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
84272	1702	1.720000	10.320000	5.980000	0.930000	0.640000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
84432	1759	1.800000	10.650000	5.990000	0.930000	0.640000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
84602	1914	1.800000	10.360000	5.980000	0.920000	0.650000	81.000000	70.000000	250	0.000000	0.000000	0.885000	0	0	0	
84762	1981	1.910000	11.080000	6.340000	0.910000	0.680000	81.000000	70.000000	250	0.000000	0.000000	0.855000	0	0	0	
84923	2100	1.750000	12.100000	7.100000	0.920000	0.730000	81.000000	70.000000	250	0.000000	0.000000	0.855000	0	0	0	
85083	2213	1.590000	12.210000	7.300000	0.910000	0.760000	81.000000	70.000000	250	0.000000	0.000000	0.855000	0	0	0	
85263	2331	1.590000	12.140000	7.170000	0.920000	0.750000	81.000000	70.000000	250	0.000000	0.000000	0.855000	0	0	0	
85423	2473	1.650000	12.350000	7.280000	0.900000	0.750000	81.000000	70.000000	250	0.000000	0.000000	0.855000	0	0	0	
85583	2569	1.660000	12.490000	7.390000	0.910000	0.760000	81.000000	70.000000	250	0.000000	0.000000	0.855000	0	0	0	
85734	2724	1.610000	12.300000	7.250000	0.910000	0.750000	81.000000	70.000000	250	0.000000	0.000000	0.855000	0	0	0	
85904	2833	1.610000	12.370000	7.270000	0.890000	0.760000	81.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
86064	2934	1.650000	12.210000	7.070000	0.900000	0.750000	81.000000	70.000000	251	0.000000	0.000000	0.870000	0	0	0	
86214	3057	1.660000	12.050000	7.090000	0.930000	0.730000	81.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
86385	3104	1.310000	8.890000	5.110000	0.970000	0.470000	81.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
86535	3180	1.420000	6.620000	3.680000	0.970000	0.330000	81.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
86695	3262	1.660000	5.320000	2.960000	0.960000	0.290000	81.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
86855	3294	1.820000	5.120000	2.850000	0.950000	0.280000	81.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
87016	3297	1.760000	4.830000	2.700000	0.950000	0.260000	81.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
87176	3266	1.700000	4.710000	2.630000	0.970000	0.230000	81.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
87336	3195	1.610000	4.420000	2.440000	0.960000	0.230000	81.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
87496	3116	1.510000	4.300000	2.370000	0.950000	0.220000	81.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
87656	2864	1.570000	4.220000	2.320000	0.960000	0.230000	81.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
87837	2557	1.530000	4.600000	2.560000	0.950000	0.280000	81.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
87997	2184	2.220000	7.520000	4.070000	0.930000	0.400000	81.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
88157	2062	1.550000	8.710000	4.830000	0.930000	0.490000	81.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
88317	1790	1.680000	9.500000	5.400000	0.950000	0.550000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
88478	1679	1.610000	10.070000	5.680000	0.950000	0.580000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
88638	1722	1.460000	9.450000	5.460000	0.960000	0.570000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
88798	1781	1.760000	9.710000	5.540000	0.930000	0.620000	81.000000	70.000000	251	0.000000	0.000000	0.875000	0	0	0	
88958	1775	1.570000	13.100000	7.170000	0.930000	0.720000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
89119	1796	1.530000	12.220000	7.420000	0.930000	0.760000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
89279	1837	1.550000	15.500000	9.550000	0.900000	0.810000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
89439	1863	1.310000	13.140000	8.080000	0.950000	0.810000	81.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
89599	1904	1.590000	13.020000	8.030000	0.930000	0.830000	81.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
89749	1930	1.570000	13.220000	8.180000	0.930000	0.830000	81.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
89910	1976	1.530000	13.200000	8.140000	0.930000	0.830000	81.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
90070	2027	1.570000	13.110000	8.070000	0.920000	0.850000	81.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
90230	2062	1.630000	13.240000	8.190000	0.940000	0.850000	81.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
90390	2094	1.660000	13.150000	8.130000	0.940000	0.850000	81.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
90551	2139	1.630000	13.230000	8.150000	0.920000	0.850000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
90721	2188	1.590000	13.260000	8.100000	0.910000	0.850000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
90871	2236	1.650000	13.210000	8.100000	0.920000	0.830000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
91031	2271	1.630000	13.340000	8.100000	0.930000	0.830000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
91202	2319	1.720000	13.110000	8.020000	0.920000	0.830000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
91352	2356	1.680000	13.120000	7.970000	0.920000	0.820000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
91532	2412	1.750000	14.610000	8.930000	0.890000	0.860000	81.000000	70.000000	250	0.000000	0.000000	0.875000	0	0	0	
91692	2458	1.400000	16.050000	9.680000	0.890000	0.970000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
91852	2509	1.590000	16.970000	10.400000	0.890000	1.100000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
92013	2587	1.460000	17.540000	10.860000	0.900000	1.140000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
92173	2644	1.310000	18.080000	10.980000	0.890000	1.160000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
92333	2722	1.310000	17.530000	10.810000	0.900000	1.150000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
92493	2773	1.460000	17.120000	10.540000	0.900000	1.140000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
92654	2847	1.400000	17.350000	10.730000	0.890000	1.140000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
92814	2916	1.460000	17.440000	10.620000	0.880000	1.160000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
92974	3001	1.720000	18.300000	12.280000	0.880000	1.260000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
93124	3084	1.290000	19.940000	12.340000	0.900000	1.290000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
93295	3147	1.310000	19.550000	12.220000	0.910000	1.290000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
93445	3238	1.350000	19.230000	12.150000	0.920000	1.270000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
93605	3322	1.250000	18.580000	11.770000	0.920000	1.240000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
93775	3411	1.440000	18.450000	11.540000	0.920000	1.240000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
93925	3489	1.550000	18.880000	12.050000	0.900000	1.280000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
94106	3560	1.390000	19.820000	12.110000	0.880000	1.280000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
94266	3633	1.250000	20.650000	12.840000	0.870000	1.290000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
94426	3732	1.350000	19.880000	12.200000	0.880000	1.280000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
94606	3814	1.370000	19.760000	12.170000	0.880000	1.280000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
94757	3904	1.350000	19.620000	11.990000	0.880000	1.260000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
94927	3971	1.310000	19.470000	11.840000	0.870000	1.250000	81.000000	70.000000	249	0.000000	0.000000	0.890000	0	0	0	
95087	4054	1.370000	19.180000	11.700000	0.880000	1.240000	81.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
95237	4116	1.440000	19.000000	11.590000	0.880000	1.210000	81.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
95398	4111	1.150000	11.980000	7.910000	1.040000	0.750000	81.000000	70.000000	249	0.000000	0.000000	0.900000	0	0	0	
95558	4119	0.900000	6.130000	3.390000	0.920000	0.310000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
95738	4113	1.250000	4.850000	2.660000	0.930000	0.270000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
95898	4066	1.570000	4.650000	2.550000	0.940000	0.250000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
96059	3969	1.930000	4.610000	2.520000	0.940000	0.250000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
96219	3876	1.860000	4.520000	2.490000	0.950000	0.240000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
96379	3777	1.860000	4.450000	2.430000	0.930000	0.240000	80.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
96539	3674	1.910000	4.380000	2.400000	0.950000	0.240000	80.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
96699	3585	1.970000	4.360000	2.390000	0.930000	0.240000	80.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
96860	3465	1.900000	4.450000	2.440000	0.940000	0.240000	80.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
97020	3108	1.930000	4.490000	2.470000	0.950000	0.250000	80.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
97180	2725	1.780000	4.560000	2.510000	0.950000	0.260000	80.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
97340	2642	1.650000	4.410000	2.440000	0.960000	0.240000	80.000000	70.000000	250	0.000000	0.000000	0.880000	0	0	0	
97501	2707	1.510000	4.180000	2.300000	0.950000	0.230000	80.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
97661	2685	1.370000	4.120000	2.270000	0.960000	0.230000	80.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
97821	2633	1.460000	4.180000	2.310000	0.960000	0.230000	80.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
97971	2676	1.510000	4.180000	2.300000	0.950000	0.230000	80.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
98132	2630	1.370000	4.210000	2.280000	0.950000	0.230000	80.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
98292	2607	1.480000	4.080000	2.240000	0.950000	0.220000	80.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
98452	2597	1.530000	4.130000	2.270000	0.950000	0.230000	80.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
98612	2619	1.440000	4.090000	2.240000	0.950000	0.210000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
98772	2592	1.420000	4.120000	2.250000	0.960000	0.220000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
98933	2574	1.400000	4.050000	2.210000	0.950000	0.220000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
99093	2573	1.440000	4.100000	2.250000	0.950000	0.210000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
99253	2554	1.420000	4.060000	2.210000	0.960000	0.210000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
99413	2544	1.420000	3.870000	2.120000	0.950000	0.210000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
99574	2524	1.370000	3.960000	2.150000	0.950000	0.200000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
99734	2520	1.330000	3.930000	2.130000	0.960000	0.200000	80.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
99894	2504	1.330000	3.950000	2.140000	0.960000	0.200000	80.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
100054	2491	1.390000	3.920000	2.130000	0.960000	0.200000	80.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
100215	2482	1.250000	3.960000	2.160000	0.960000	0.200000	80.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
100375	2482	1.350000	3.950000	2.150000	0.950000	0.210000	80.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
100535	2466	1.390000	3.890000	2.110000	0.950000	0.200000	80.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
100695	2451	1.330000	3.900000	2.120000	0.960000	0.200000	80.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
100865	2439	1.290000	3.950000	2.150000	0.960000	0.200000	80.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
101026	2422	1.310000	3.850000	2.100000	0.950000	0.210000	80.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
101186	2408	1.400000	3.860000	2.090000	0.970000	0.200000	80.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
101346	2395	1.350000	3.810000	2.060000	0.950000	0.200000	80.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
101506	2390	1.330000	3.830000	2.080000	0.960000	0.190000	80.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
101667	2379	1.330000	3.850000	2.090000	0.950000	0.190000	80.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
101827	2370	1.370000	3.880000	2.110000	0.950000	0.200000	80.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
101987	2349	1.350000	3.870000	2.110000	0.950000	0.190000	80.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
102147	2349	1.390000	3.810000	2.050000	0.950000	0.200000	80.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
102308	2332	1.330000	3.830000	2.060000	0.960000	0.190000	80.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
102468	2327	1.350000	3.870000	2.090000	0.960000	0.190000	80.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
102628	2300	1.330000	3.860000	2.090000	0.960000	0.190000	80.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
102788	2299	1.310000	3.820000	2.060000	0.960000	0.190000	80.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
102948	2274	1.400000	3.860000	2.080000	0.960000	0.190000	80.000000	70.000000	250	0.000000	0.000000	0.905000	0	0	0	
103109	2264	1.370000	3.790000	2.040000	0.950000	0.190000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
103269	2257	1.400000	3.840000	2.080000	0.960000	0.190000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
103429	2242	1.390000	3.840000	2.080000	0.950000	0.180000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
103589	2235	1.390000	3.850000	2.080000	0.950000	0.190000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
103750	2222	1.350000	3.870000	2.100000	0.960000	0.190000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
103910	2224	1.290000	3.820000	2.060000	0.970000	0.180000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
104070	2206	1.250000	3.890000	2.100000	0.950000	0.200000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
104230	2191	1.400000	4.730000	2.600000	0.940000	0.260000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
104391	2214	1.800000	4.900000	2.700000	0.950000	0.260000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
104551	2149	1.800000	4.600000	2.560000	0.950000	0.250000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
104711	2164	1.900000	4.550000	2.530000	0.940000	0.250000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
104871	2165	1.860000	4.580000	2.530000	0.950000	0.240000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
105031	2117	1.840000	4.630000	2.560000	0.940000	0.250000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
105192	2127	1.860000	4.590000	2.540000	0.950000	0.240000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
105352	2138	1.750000	4.580000	2.530000	0.960000	0.240000	80.000000	70.000000	250	0.000000	0.000000	0.900000	0	0	0	
105512	2119	1.910000	4.580000	2.510000	0.950000	0.250000	80.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
105672	2105	1.820000	4.610000	2.560000	0.960000	0.240000	80.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
105833	2117	1.760000	4.610000	2.570000	0.960000	0.240000	80.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
105993	2084	1.900000	4.610000	2.560000	0.930000	0.260000	80.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
106143	2097	1.900000	4.700000	2.600000	0.950000	0.250000	80.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
106303	2084	1.860000	4.670000	2.590000	0.940000	0.260000	80.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
106474	2091	1.900000	4.590000	2.540000	0.940000	0.260000	80.000000	70.000000	250	0.000000	0.000000	0.870000	0	0	0	
106624	2074	1.950000	4.730000	2.630000	0.950000	0.260000	80.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
106784	2071	2.000000	4.980000	2.760000	0.940000	0.290000	81.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
106944	2073	2.020000	5.850000	3.200000	0.920000	0.340000	80.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
107104	2073	2.240000	6.300000	3.470000	0.930000	0.360000	80.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
107265	2067	2.040000	6.260000	3.470000	0.940000	0.370000	80.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
107425	2064	2.100000	6.500000	3.580000	0.930000	0.380000	80.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
107585	2054	2.080000	6.520000	3.590000	0.940000	0.380000	81.000000	70.000000	250	0.000000	0.000000	0.865000	0	0	0	
107745	2064	2.040000	6.680000	3.650000	0.930000	0.380000	80.000000	70.000000	250	0.000000	0.000000	0.835000	0	0	0	
107906	2072	1.910000	6.730000	3.680000	0.930000	0.380000	81.000000	70.000000	250	0.000000	0.000000	0.835000	0	0	0	
108066	2069	1.950000	6.740000	3.700000	0.930000	0.380000	81.000000	70.000000	250	0.000000	0.000000	0.835000	0	0	0	
108226	2074	1.900000	6.740000	3.700000	0.930000	0.380000	81.000000	70.000000	250	0.000000	0.000000	0.835000	0	0	0	
108386	2086	1.910000	6.710000	3.690000	0.930000	0.370000	81.000000	70.000000	250	0.000000	0.000000	0.835000	0	0	0	
108546	2088	1.930000	6.750000	3.700000	0.940000	0.370000	81.000000	70.000000	250	0.000000	0.000000	0.835000	0	0	0	
108707	2088	1.840000	6.700000	3.660000	0.950000	0.370000	81.000000	70.000000	250	0.000000	0.000000	0.835000	0	0	0	
108867	2089	1.880000	6.660000	3.650000	0.930000	0.380000	81.000000	70.000000	250	0.000000	0.000000	0.850000	0	0	0	
109027	2088	1.880000	7.010000	3.820000	0.930000	0.380000	81.000000	70.000000	250	0.000000	0.000000	0.850000	0	0	0	
109187	2088	1.760000	6.970000	3.810000	0.920000	0.390000	81.000000	70.000000	250	0.000000	0.000000	0.850000	0	0	0	
109348	2093	1.840000	6.870000	3.730000	0.930000	0.380000	81.000000	70.000000	250	0.000000	0.000000	0.850000	0	0	0	
109508	2097	1.820000	6.870000	3.730000	0.930000	0.390000	81.000000	70.000000	250	0.000000	0.000000	0.850000	0	0	0	
109668	2094	1.930000	6.780000	3.720000	0.940000	0.380000	81.000000	70.000000	250	0.000000	0.000000	0.850000	0	0	0	
109828	2092	1.910000	6.920000	3.790000	0.940000	0.380000	81.000000	70.000000	250	0.000000	0.000000	0.850000	0	0	0	
109989	2091	1.860000	6.970000	3.790000	0.920000	0.390000	81.000000	70.000000	250	0.000000	0.000000	0.850000	0	0	0	
110149	2098	1.880000	6.710000	3.680000	0.930000	0.390000	81.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
110309	2102	1.860000	6.940000	3.820000	0.940000	0.380000	81.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
110469	2104	1.780000	6.690000	3.680000	0.940000	0.380000	81.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
110619	2111	1.970000	6.940000	3.790000	0.940000	0.380000	81.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
110780	2111	1.860000	6.380000	3.500000	0.950000	0.360000	81.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
110940	2114	1.900000	5.760000	3.200000	0.940000	0.340000	81.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
111100	2114	2.040000	5.780000	3.200000	0.950000	0.320000	81.000000	70.000000	250	0.000000	0.000000	0.860000	0	0	0	
111280	2108	2.020000	5.710000	3.140000	0.940000	0.320000	81.000000	70.000000	250	0.000000	0.000000	0.840000	0	0	0	
111441	2105	1.970000	5.670000	3.130000	0.940000	0.330000	81.000000	70.000000	250	0.000000	0.000000	0.840000	0	0	0	
111601	2111	2.060000	5.900000	3.250000	0.930000	0.330000	81.000000	70.000000	250	0.000000	0.000000	0.840000	0	0	0	
111761	2110	2.000000	5.920000	3.250000	0.930000	0.340000	81.000000	70.000000	250	0.000000	0.000000	0.840000	0	0	0	
111921	2106	2.000000	5.850000	3.250000	0.940000	0.340000	81.000000	70.000000	250	0.000000	0.000000	0.840000	0	0	0	
112082	2115	1.970000	5.860000	3.250000	0.940000	0.340000	81.000000	70.000000	250	0.000000	0.000000	0.840000	0	0	0	
112242	2114	2.060000	5.850000	3.240000	0.940000	0.340000	81.000000	70.000000	250	0.000000	0.000000	0.840000	0	0	0	
112402	2118	2.000000	5.970000	3.300000	0.940000	0.340000	81.000000	70.000000	250	0.000000	0.000000	0.830000	0	0	0	
112562	2113	2.000000	5.620000	3.080000	0.900000	0.390000	81.000000	70.000000	250	0.000000	0.000000	0.830000	0	0	0	
112722	2108	1.950000	5.120000	2.880000	0.960000	0.300000	81.000000	70.000000	250	0.000000	0.000000	0.830000	0	0	0	
112883	2114	1.930000	5.030000	2.730000	0.950000	0.270000	81.000000	70.000000	250	0.000000	0.000000	0.830000	0	0	0	
113053	2106	1.950000	4.730000	2.630000	0.950000	0.260000	81.000000	70.000000	250	0.000000	0.000000	0.830000	0	0	0	
113213	2090	1.930000	4.590000	2.530000	0.950000	0.240000	81.000000	70.000000	250	0.000000	0.000000	0.830000	0	0	0	
113373	2074	1.860000	4.340000	2.370000	0.940000	0.230000	81.000000	70.000000	250	0.000000	0.000000	0.830000	0	0	0	
113534	2094	1.680000	4.100000	2.250000	0.950000	0.220000	81.000000	70.000000	250	0.000000	0.000000	0.855000	0	0	0	
113694	2058	1.650000	3.990000	2.170000	0.950000	0.200000	81.000000	70.000000	250	0.000000	0.000000	0.855000	0	0	0	
113854	1972	1.590000	4.040000	2.200000	0.950000	0.210000	81.000000	70.000000	250	0.000000	0.000000	0.855000	0	0	0	
114014	1901	1.550000	4.000000	2.180000	0.950000	0.210000	81.000000	70.000000	250	0.000000	0.000000	0.855000	0	0	0	
114175	1788	1.480000	4.010000	2.200000	0.930000	0.230000	81.000000	70.000000	250	0.000000	0.000000	0.855000	0	0	0	
114335	1803	1.840000	19.510000	12.700000	1.010000	0.900000	81.000000	70.000000	250	0.000000	0.000000	0.855000	0	0	0	
114495	2394	1.080000	9.580000	6.070000	1.090000	0.600000	81.000000	70.000000	250	0.000000	0.000000	0.855000	0	0	0	
114655	2700	0.920000	4.400000	2.650000	1.110000	0.240000	81.000000	70.000000	250	0.000000	0.000000	0.855000	0	0	0	
114816	2668	0.940000	4.010000	2.220000	0.970000	0.200000	81.000000	70.000000	250	0.000000	0.000000	0.915000	0	0	0	
114976	2582	1.120000	4.030000	2.150000	0.930000	0.200000	81.000000	70.000000	250	0.000000	0.000000	0.915000	0	0	0	
115136	2508	1.210000	3.980000	2.130000	0.930000	0.200000	81.000000	70.000000	250	0.000000	0.000000	0.915000	0	0	0	
115296	2453	1.290000	5.380000	2.940000	0.940000	0.260000	81.000000	70.000000	250	0.000000	0.000000	0.915000	0	0	0	
115456	2444	1.510000	4.060000	2.220000	0.960000	0.200000	81.000000	70.000000	250	0.000000	0.000000	0.915000	0	0	0	
115617	2330	1.270000	3.870000	2.090000	0.950000	0.190000	81.000000	70.000000	250	0.000000	0.000000	0.915000	0	0	0	
115777	2091	1.210000	3.900000	2.110000	0.950000	0.190000	81.000000	70.000000	250	0.000000	0.000000	0.915000	0	0	0	
115937	1956	1.370000	3.940000	2.130000	0.950000	0.200000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
116097	2007	1.370000	3.770000	2.040000	0.940000	0.200000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
116258	1990	1.420000	3.810000	2.050000	0.950000	0.190000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
116418	1900	1.390000	3.860000	2.090000	0.960000	0.190000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
116568	1746	1.460000	3.810000	2.050000	0.960000	0.190000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
116728	1650	1.440000	3.860000	2.100000	0.940000	0.200000	81.000000	70.000000	250	0.000000	0.000000	0.895000	0	0	0	
116888	1551	1.440000	3.940000	2.150000	0.950000	0.200000	81.000000	70.000000	250	0.000000	0.000000	0.890000	0	0	0	
