Ver. 4 7 real time data, Monday, August 28, 2017 1:58:57 AM
TEMPO	GIRI	LAMBDA	GAS	BENZ	PRESS	MAP	T.RID	T.GAS	LIV	SLOW	FAST	OX	MARKER	AUTOMARKER	ECUMARKER
309505	1830	1.760000	5.330000	2.950000	0.920000	0.310000	83.000000	68.000000	250	0.000000	0.000000	0.860000	0	0	0	
309666	1792	1.900000	5.610000	3.080000	0.930000	0.330000	83.000000	68.000000	250	0.000000	0.000000	0.860000	0	0	0	
309826	1780	1.950000	6.200000	3.400000	0.940000	0.350000	83.000000	68.000000	250	0.000000	0.000000	0.860000	0	0	0	
309986	1755	2.040000	6.790000	3.700000	0.920000	0.380000	83.000000	68.000000	250	0.000000	0.000000	0.860000	0	0	0	
310146	1740	1.910000	6.730000	3.680000	0.920000	0.390000	83.000000	68.000000	250	0.000000	0.000000	0.860000	0	0	0	
310307	1724	1.860000	7.040000	3.840000	0.930000	0.390000	83.000000	68.000000	250	0.000000	0.000000	0.860000	0	0	0	
310467	1718	1.780000	7.040000	3.860000	0.940000	0.390000	83.000000	68.000000	250	0.000000	0.000000	0.840000	0	0	0	
310617	1703	1.750000	7.040000	3.860000	0.940000	0.390000	83.000000	68.000000	250	0.000000	0.000000	0.840000	0	0	0	
310787	1685	1.900000	7.120000	3.870000	0.930000	0.400000	83.000000	68.000000	250	0.000000	0.000000	0.840000	0	0	0	
310958	1673	1.880000	7.040000	3.840000	0.940000	0.390000	83.000000	68.000000	250	0.000000	0.000000	0.840000	0	0	0	
311118	1658	1.750000	6.690000	3.680000	0.930000	0.380000	83.000000	68.000000	250	0.000000	0.000000	0.840000	0	0	0	
311278	1646	1.950000	6.810000	3.720000	0.930000	0.380000	83.000000	68.000000	250	0.000000	0.000000	0.840000	0	0	0	
311458	1633	1.910000	7.050000	3.860000	0.920000	0.390000	83.000000	68.000000	250	0.000000	0.000000	0.840000	0	0	0	
311608	1630	1.760000	6.820000	3.730000	0.940000	0.380000	83.000000	68.000000	250	0.000000	0.000000	0.840000	0	0	0	
311769	1605	1.780000	6.970000	3.840000	0.950000	0.350000	83.000000	68.000000	250	0.000000	0.000000	0.840000	0	0	0	
311929	1669	1.700000	5.780000	3.210000	0.970000	0.330000	83.000000	68.000000	250	0.000000	0.000000	0.840000	0	0	0	
312109	1771	1.720000	4.780000	2.670000	0.970000	0.250000	83.000000	68.000000	250	0.000000	0.000000	0.840000	0	0	0	
312269	1786	1.630000	4.060000	2.210000	0.950000	0.220000	83.000000	68.000000	250	0.000000	0.000000	0.840000	0	0	0	
312430	1743	1.460000	4.030000	2.180000	0.940000	0.220000	83.000000	68.000000	250	0.000000	0.000000	0.840000	0	0	0	
312590	1692	1.440000	4.030000	2.200000	0.940000	0.210000	83.000000	68.000000	250	0.000000	0.000000	0.840000	0	0	0	
312750	1611	1.420000	4.130000	2.250000	0.940000	0.220000	83.000000	68.000000	250	0.000000	0.000000	0.840000	0	0	0	
312910	1540	1.440000	4.150000	2.270000	0.940000	0.220000	83.000000	68.000000	250	0.000000	0.000000	0.870000	0	0	0	
313071	1500	1.400000	4.180000	2.280000	0.950000	0.230000	83.000000	68.000000	250	0.000000	0.000000	0.870000	0	0	0	
313241	1418	1.420000	4.350000	2.380000	0.940000	0.230000	83.000000	68.000000	250	0.000000	0.000000	0.870000	0	0	0	
313401	1354	1.460000	4.360000	2.410000	0.950000	0.240000	83.000000	68.000000	250	0.000000	0.000000	0.870000	0	0	0	
313561	1293	1.550000	4.440000	2.460000	0.940000	0.250000	83.000000	68.000000	250	0.000000	0.000000	0.870000	0	0	0	
313722	1228	1.650000	4.430000	2.460000	0.950000	0.250000	83.000000	68.000000	250	0.000000	0.000000	0.870000	0	0	0	
313882	1196	1.660000	4.380000	2.410000	0.940000	0.250000	83.000000	68.000000	250	0.000000	0.000000	0.870000	0	0	0	
314042	1136	1.630000	4.350000	2.410000	0.950000	0.250000	83.000000	68.000000	250	0.000000	0.000000	0.870000	0	0	0	
314222	1105	1.590000	4.440000	2.440000	0.950000	0.250000	83.000000	68.000000	250	0.000000	0.000000	0.870000	0	0	0	
314382	1047	1.590000	4.440000	2.470000	0.940000	0.270000	83.000000	68.000000	250	0.000000	0.000000	0.870000	0	0	0	
314543	1018	1.660000	4.730000	2.630000	0.950000	0.270000	83.000000	68.000000	250	0.000000	0.000000	0.870000	0	0	0	
314703	992	1.720000	4.910000	2.750000	0.960000	0.280000	83.000000	68.000000	250	0.000000	0.000000	0.870000	0	0	0	
314863	905	1.720000	5.070000	2.810000	0.950000	0.300000	83.000000	68.000000	250	0.000000	0.000000	0.870000	0	0	0	
315023	871	1.660000	5.140000	2.870000	0.940000	0.310000	83.000000	68.000000	250	0.000000	0.000000	0.870000	0	0	0	
315184	845	1.650000	5.180000	2.900000	0.960000	0.320000	83.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
315344	829	1.660000	5.190000	2.910000	0.940000	0.330000	83.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
315504	832	1.680000	5.160000	2.890000	0.960000	0.320000	83.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
315664	837	1.680000	5.080000	2.850000	0.970000	0.320000	83.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
315825	843	1.750000	7.170000	3.920000	0.890000	0.440000	83.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
315985	964	1.840000	8.880000	5.070000	0.990000	0.450000	83.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
316145	1121	1.480000	6.790000	3.820000	0.970000	0.360000	83.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
316295	1295	1.370000	6.270000	3.470000	0.960000	0.350000	83.000000	68.000000	250	0.000000	0.000000	0.875000	0	0	0	
316465	1369	1.400000	5.580000	3.120000	0.920000	0.360000	83.000000	68.000000	250	0.000000	0.000000	0.875000	0	0	0	
316616	1346	1.680000	9.510000	5.300000	0.950000	0.460000	83.000000	68.000000	250	0.000000	0.000000	0.875000	0	0	0	
316776	1343	1.480000	9.360000	5.290000	0.910000	0.520000	83.000000	68.000000	250	0.000000	0.000000	0.875000	0	0	0	
316956	1355	1.510000	13.160000	8.040000	0.930000	0.700000	83.000000	68.000000	250	0.000000	0.000000	0.875000	0	0	0	
317116	1500	1.170000	9.140000	5.260000	0.940000	0.580000	83.000000	68.000000	250	0.000000	0.000000	0.875000	0	0	0	
317277	1531	1.330000	11.790000	7.030000	0.950000	0.690000	83.000000	68.000000	250	0.000000	0.000000	0.875000	0	0	0	
317437	1552	1.460000	10.170000	6.010000	0.960000	0.640000	83.000000	68.000000	250	0.000000	0.000000	0.875000	0	0	0	
317597	1548	1.530000	11.680000	6.950000	0.940000	0.690000	83.000000	68.000000	250	0.000000	0.000000	0.875000	0	0	0	
317757	1522	1.480000	9.760000	5.730000	0.970000	0.580000	83.000000	68.000000	250	0.000000	0.000000	0.875000	0	0	0	
317918	1465	1.570000	9.420000	5.420000	0.970000	0.580000	83.000000	68.000000	250	0.000000	0.000000	0.875000	0	0	0	
318078	1290	1.800000	10.170000	5.950000	0.970000	0.620000	83.000000	68.000000	250	0.000000	0.000000	0.875000	0	0	0	
318238	1119	1.780000	10.330000	6.110000	0.970000	0.650000	83.000000	68.000000	250	0.000000	0.000000	0.875000	0	0	0	
318398	1077	1.720000	10.490000	6.240000	0.970000	0.670000	83.000000	68.000000	250	0.000000	0.000000	0.875000	0	0	0	
318568	1179	1.700000	10.480000	6.210000	0.960000	0.650000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
318749	1233	1.610000	9.940000	5.830000	0.950000	0.640000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
318909	1268	1.780000	9.880000	5.760000	0.950000	0.630000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
319069	1321	1.780000	9.860000	5.720000	0.950000	0.620000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
319229	1383	1.750000	9.880000	5.650000	0.960000	0.620000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
319390	1448	1.760000	9.770000	5.620000	0.950000	0.620000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
319550	1513	1.780000	9.550000	5.570000	0.940000	0.610000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
319710	1559	1.820000	9.860000	6.140000	0.940000	0.640000	83.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
319870	1626	1.760000	10.500000	6.120000	0.950000	0.650000	83.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
320031	1698	1.750000	10.570000	6.120000	0.940000	0.650000	83.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
320191	1778	1.700000	10.570000	6.140000	0.930000	0.650000	83.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
320351	1847	1.760000	10.300000	5.970000	0.930000	0.640000	83.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
320511	1943	1.820000	10.280000	5.950000	0.930000	0.650000	83.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
320672	2003	1.760000	10.100000	5.810000	0.940000	0.630000	83.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
320832	2068	1.840000	10.440000	6.060000	0.940000	0.630000	83.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
320992	2167	1.800000	10.390000	5.980000	0.940000	0.630000	83.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
321142	2244	1.800000	10.360000	5.940000	0.910000	0.630000	83.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
321302	2309	1.750000	9.620000	5.530000	0.960000	0.600000	83.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
321483	2347	1.440000	7.810000	4.350000	0.960000	0.410000	83.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
321643	2501	1.510000	6.360000	3.550000	0.960000	0.340000	83.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
321803	2606	1.610000	5.390000	3.020000	0.950000	0.310000	83.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
321963	2672	1.680000	5.170000	2.900000	0.970000	0.250000	83.000000	68.000000	250	0.000000	0.000000	0.860000	0	0	0	
322124	2657	1.390000	4.450000	2.460000	0.960000	0.240000	83.000000	68.000000	250	0.000000	0.000000	0.860000	0	0	0	
322284	2622	1.530000	4.390000	2.420000	0.950000	0.230000	83.000000	68.000000	250	0.000000	0.000000	0.860000	0	0	0	
322444	2584	1.510000	4.350000	2.390000	0.950000	0.240000	83.000000	68.000000	250	0.000000	0.000000	0.860000	0	0	0	
322604	2447	1.420000	4.320000	2.390000	0.950000	0.240000	83.000000	68.000000	250	0.000000	0.000000	0.860000	0	0	0	
322765	2164	1.530000	4.450000	2.460000	0.960000	0.240000	83.000000	68.000000	250	0.000000	0.000000	0.860000	0	0	0	
322925	1960	1.820000	5.480000	3.040000	0.950000	0.310000	83.000000	68.000000	250	0.000000	0.000000	0.860000	0	0	0	
323085	1657	2.000000	6.070000	3.370000	0.940000	0.350000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
323245	1472	2.100000	6.820000	3.760000	0.950000	0.400000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
323405	1346	1.970000	7.570000	4.170000	0.950000	0.430000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
323566	1217	1.880000	7.880000	4.350000	0.960000	0.440000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
323726	1211	1.660000	7.640000	4.260000	0.950000	0.470000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
323886	1253	1.650000	8.170000	4.530000	0.950000	0.510000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
324046	1245	1.750000	10.000000	5.770000	0.950000	0.570000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
324207	1259	1.650000	10.320000	6.010000	0.930000	0.650000	83.000000	68.000000	250	0.000000	0.000000	0.860000	0	0	0	
324367	1286	1.700000	11.260000	6.700000	0.940000	0.700000	83.000000	68.000000	250	0.000000	0.000000	0.860000	0	0	0	
324527	1298	1.700000	11.960000	7.230000	0.940000	0.750000	83.000000	68.000000	250	0.000000	0.000000	0.860000	0	0	0	
324677	1324	1.650000	11.620000	6.980000	0.960000	0.730000	83.000000	68.000000	250	0.000000	0.000000	0.860000	0	0	0	
324858	1358	1.660000	11.260000	6.730000	0.950000	0.700000	83.000000	68.000000	250	0.000000	0.000000	0.860000	0	0	0	
325018	1394	1.660000	10.840000	6.390000	0.950000	0.690000	83.000000	68.000000	250	0.000000	0.000000	0.860000	0	0	0	
325178	1401	1.760000	10.890000	6.390000	0.960000	0.690000	83.000000	68.000000	250	0.000000	0.000000	0.860000	0	0	0	
325338	1432	1.780000	10.810000	6.340000	0.960000	0.680000	83.000000	68.000000	250	0.000000	0.000000	0.860000	0	0	0	
325518	1474	1.700000	10.840000	6.390000	0.940000	0.690000	83.000000	68.000000	250	0.000000	0.000000	0.850000	0	0	0	
325679	1501	1.720000	10.740000	6.300000	0.940000	0.690000	83.000000	68.000000	250	0.000000	0.000000	0.850000	0	0	0	
325839	1528	1.720000	10.740000	6.250000	0.950000	0.690000	83.000000	68.000000	250	0.000000	0.000000	0.850000	0	0	0	
325999	1548	1.720000	10.740000	6.330000	0.930000	0.690000	83.000000	68.000000	250	0.000000	0.000000	0.850000	0	0	0	
326159	1571	1.720000	10.610000	6.240000	0.950000	0.670000	83.000000	68.000000	250	0.000000	0.000000	0.850000	0	0	0	
326310	1597	1.700000	10.810000	6.320000	0.940000	0.680000	83.000000	68.000000	250	0.000000	0.000000	0.850000	0	0	0	
326470	1615	1.680000	10.640000	6.260000	0.940000	0.670000	83.000000	68.000000	250	0.000000	0.000000	0.850000	0	0	0	
326630	1644	1.700000	10.940000	6.380000	0.950000	0.660000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
326790	1658	1.610000	10.640000	6.240000	0.940000	0.670000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
326951	1693	1.700000	10.620000	6.170000	0.930000	0.670000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
327111	1721	1.700000	10.360000	6.180000	0.950000	0.660000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
327271	1740	1.680000	10.840000	6.290000	0.940000	0.670000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
327431	1772	1.720000	10.630000	6.180000	0.940000	0.670000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
327591	1791	1.700000	10.570000	5.890000	0.950000	0.640000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
327752	1806	1.760000	9.580000	5.550000	0.950000	0.570000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
327912	1827	1.660000	8.730000	4.940000	0.950000	0.520000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
328072	1830	1.750000	7.560000	4.210000	0.970000	0.440000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
328232	1842	1.680000	6.590000	3.690000	0.960000	0.380000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
328393	1845	1.840000	6.170000	3.440000	0.970000	0.360000	85.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
328553	1835	2.120000	5.920000	3.320000	0.960000	0.360000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
328713	1851	2.120000	6.490000	3.620000	0.950000	0.390000	83.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
328873	1857	2.180000	7.430000	4.040000	0.950000	0.430000	83.000000	68.000000	250	0.000000	0.000000	0.825000	0	0	0	
329034	1843	1.950000	7.450000	4.090000	0.950000	0.440000	83.000000	68.000000	250	0.000000	0.000000	0.825000	0	0	0	
329194	1851	1.910000	7.350000	4.040000	0.950000	0.440000	83.000000	68.000000	250	0.000000	0.000000	0.825000	0	0	0	
329354	1859	1.950000	7.070000	3.920000	0.950000	0.430000	83.000000	68.000000	250	0.000000	0.000000	0.825000	0	0	0	
329514	1856	1.970000	7.280000	4.000000	0.950000	0.430000	85.000000	68.000000	250	0.000000	0.000000	0.825000	0	0	0	
329674	1860	1.930000	7.020000	3.870000	0.950000	0.420000	85.000000	68.000000	250	0.000000	0.000000	0.825000	0	0	0	
329835	1857	1.840000	6.270000	3.520000	0.970000	0.370000	85.000000	68.000000	250	0.000000	0.000000	0.825000	0	0	0	
329995	1854	1.950000	5.230000	2.980000	0.990000	0.340000	85.000000	68.000000	250	0.000000	0.000000	0.830000	0	0	0	
330155	1845	1.970000	5.010000	2.830000	0.970000	0.310000	85.000000	68.000000	250	0.000000	0.000000	0.830000	0	0	0	
330325	1834	2.000000	4.840000	2.730000	0.970000	0.280000	85.000000	68.000000	251	0.000000	0.000000	0.830000	0	0	0	
330486	1819	1.900000	4.670000	2.600000	0.960000	0.270000	85.000000	68.000000	250	0.000000	0.000000	0.830000	0	0	0	
330646	1801	1.880000	4.450000	2.480000	0.970000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.830000	0	0	0	
330806	1788	1.860000	4.300000	2.390000	0.960000	0.240000	85.000000	68.000000	250	0.000000	0.000000	0.830000	0	0	0	
330966	1757	1.700000	4.180000	2.300000	0.960000	0.230000	85.000000	68.000000	250	0.000000	0.000000	0.830000	0	0	0	
331147	1719	1.590000	4.120000	2.280000	0.960000	0.220000	85.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
331317	1742	1.590000	3.990000	2.200000	0.960000	0.220000	85.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
331477	1689	1.550000	4.160000	2.300000	0.970000	0.220000	85.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
331637	1715	1.570000	4.070000	2.240000	0.960000	0.220000	85.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
331798	1658	1.550000	4.070000	2.250000	0.950000	0.220000	85.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
331958	1656	1.530000	4.030000	2.220000	0.960000	0.220000	85.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
332118	1626	1.530000	4.060000	2.250000	0.970000	0.220000	85.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
332278	1609	1.510000	4.120000	2.280000	0.960000	0.220000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
332438	1586	1.480000	4.110000	2.270000	0.970000	0.220000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
332599	1570	1.460000	4.150000	2.280000	0.970000	0.230000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
332779	1557	1.420000	4.180000	2.300000	0.970000	0.220000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
332939	1515	1.400000	4.150000	2.280000	0.970000	0.220000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
333099	1493	1.400000	4.180000	2.300000	0.960000	0.230000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
333270	1487	1.390000	4.230000	2.340000	0.970000	0.220000	85.000000	68.000000	250	0.000000	0.000000	0.880000	0	0	0	
333430	1447	1.370000	4.200000	2.320000	0.970000	0.230000	85.000000	68.000000	250	0.000000	0.000000	0.880000	0	0	0	
333610	1459	1.400000	4.310000	2.380000	0.960000	0.230000	85.000000	68.000000	250	0.000000	0.000000	0.880000	0	0	0	
333780	1419	1.440000	4.290000	2.360000	0.950000	0.240000	85.000000	68.000000	250	0.000000	0.000000	0.880000	0	0	0	
333941	1407	1.440000	4.270000	2.360000	0.960000	0.240000	85.000000	68.000000	250	0.000000	0.000000	0.880000	0	0	0	
334101	1378	1.510000	4.240000	2.350000	0.970000	0.230000	85.000000	68.000000	250	0.000000	0.000000	0.880000	0	0	0	
334281	1381	1.570000	4.320000	2.390000	0.950000	0.230000	85.000000	68.000000	250	0.000000	0.000000	0.880000	0	0	0	
334441	1359	1.510000	4.320000	2.400000	0.970000	0.230000	85.000000	68.000000	250	0.000000	0.000000	0.880000	0	0	0	
334602	1319	1.550000	4.310000	2.410000	0.960000	0.240000	85.000000	68.000000	250	0.000000	0.000000	0.870000	0	0	0	
334762	1331	1.590000	4.400000	2.440000	0.970000	0.240000	85.000000	68.000000	250	0.000000	0.000000	0.870000	0	0	0	
334922	1297	1.590000	4.400000	2.440000	0.970000	0.240000	85.000000	68.000000	250	0.000000	0.000000	0.870000	0	0	0	
335082	1276	1.610000	4.490000	2.510000	0.970000	0.240000	85.000000	68.000000	250	0.000000	0.000000	0.870000	0	0	0	
335242	1275	1.630000	4.430000	2.480000	0.960000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.870000	0	0	0	
335393	1261	1.630000	4.510000	2.520000	0.970000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.870000	0	0	0	
335553	1243	1.650000	4.560000	2.550000	0.970000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.870000	0	0	0	
335713	1249	1.660000	4.410000	2.470000	0.960000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
335873	1217	1.630000	4.370000	2.430000	0.960000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
336034	1229	1.650000	4.400000	2.460000	0.960000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
336194	1202	1.550000	4.500000	2.530000	0.970000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
336354	1183	1.610000	4.540000	2.530000	0.970000	0.260000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
336514	1211	1.610000	4.520000	2.510000	0.970000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
336675	1200	1.630000	4.540000	2.530000	0.960000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
336835	1214	1.570000	4.440000	2.480000	0.960000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
336995	1211	1.650000	4.440000	2.480000	0.970000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
337175	1201	1.630000	4.500000	2.510000	0.970000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
337335	1205	1.610000	4.460000	2.500000	0.970000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
337496	1197	1.570000	4.460000	2.530000	0.960000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
337666	1213	1.590000	4.460000	2.500000	0.960000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
337826	1194	1.650000	4.560000	2.550000	0.960000	0.260000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
337986	1206	1.660000	4.440000	2.480000	0.970000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
338147	1184	1.660000	4.560000	2.550000	0.970000	0.260000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
338307	1186	1.650000	4.550000	2.540000	0.960000	0.260000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
338467	1171	1.660000	4.600000	2.570000	0.960000	0.260000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
338627	1170	1.660000	4.560000	2.550000	0.970000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
338788	1135	1.630000	4.600000	2.570000	0.970000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
338948	1153	1.660000	4.620000	2.580000	0.970000	0.260000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
339118	1140	1.720000	4.590000	2.580000	0.960000	0.270000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
339298	1133	1.720000	4.640000	2.600000	0.970000	0.270000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
339459	1130	1.700000	4.710000	2.630000	0.950000	0.290000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
339619	1143	1.750000	5.120000	2.870000	0.950000	0.300000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
339789	1106	1.840000	5.460000	3.050000	0.970000	0.320000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
339949	1122	1.880000	5.730000	3.210000	0.970000	0.330000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
340109	1075	1.860000	5.940000	3.320000	0.950000	0.340000	85.000000	68.000000	250	0.000000	0.000000	0.865000	0	0	0	
340270	1094	1.860000	6.020000	3.370000	0.950000	0.360000	85.000000	68.000000	250	0.000000	0.000000	0.850000	0	0	0	
340430	1076	1.910000	6.520000	3.640000	0.950000	0.380000	85.000000	68.000000	250	0.000000	0.000000	0.850000	0	0	0	
340590	1114	1.930000	6.850000	3.790000	0.960000	0.390000	85.000000	68.000000	250	0.000000	0.000000	0.850000	0	0	0	
340750	1098	1.910000	6.730000	3.760000	0.950000	0.390000	85.000000	68.000000	250	0.000000	0.000000	0.850000	0	0	0	
340911	1109	1.840000	6.440000	3.580000	0.980000	0.370000	85.000000	68.000000	250	0.000000	0.000000	0.850000	0	0	0	
341071	1105	1.800000	6.160000	3.450000	0.970000	0.370000	85.000000	68.000000	250	0.000000	0.000000	0.850000	0	0	0	
341231	1099	1.860000	6.330000	3.510000	0.970000	0.360000	85.000000	68.000000	250	0.000000	0.000000	0.850000	0	0	0	
341411	1114	2.000000	6.210000	3.470000	0.960000	0.370000	85.000000	68.000000	250	0.000000	0.000000	0.835000	0	0	0	
341572	1128	2.000000	6.210000	3.470000	0.960000	0.370000	85.000000	68.000000	250	0.000000	0.000000	0.835000	0	0	0	
341732	1151	1.910000	5.400000	3.100000	1.000000	0.320000	85.000000	68.000000	250	0.000000	0.000000	0.835000	0	0	0	
341902	1283	1.840000	4.720000	2.490000	0.980000	0.270000	85.000000	68.000000	250	0.000000	0.000000	0.835000	0	0	0	
342062	1329	1.820000	4.330000	2.410000	0.960000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.835000	0	0	0	
342222	1318	1.840000	4.330000	2.400000	0.960000	0.240000	85.000000	68.000000	250	0.000000	0.000000	0.835000	0	0	0	
342383	1299	1.780000	4.440000	2.460000	0.950000	0.240000	85.000000	68.000000	250	0.000000	0.000000	0.835000	0	0	0	
342543	1253	1.660000	4.460000	2.480000	0.960000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
342703	1206	1.610000	4.550000	2.510000	0.950000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
342883	1184	1.650000	4.550000	2.540000	0.960000	0.250000	85.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
343044	1144	1.680000	4.620000	2.580000	0.960000	0.260000	85.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
343204	1117	1.720000	4.440000	2.470000	0.950000	0.260000	85.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
343364	1071	1.660000	4.520000	2.510000	0.970000	0.260000	85.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
343524	1052	1.700000	4.670000	2.600000	0.960000	0.260000	85.000000	68.000000	250	0.000000	0.000000	0.845000	0	0	0	
343685	1026	1.760000	4.600000	2.580000	0.970000	0.260000	85.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
343845	968	1.720000	4.680000	2.610000	0.970000	0.270000	85.000000	68.000000	250	0.000000	0.000000	0.855000	0	0	0	
