 mAir, RPM, O2Sf, Target
180,1042,2932,2961.32
180,1044,2810,2838.1
171,1046,2810,2838.1
176,1046,2966,2995.66
176,1049,2966,2995.66
177,1049,2825,2853.25
177,1051,2825,2853.25
169,1051,2947,2976.47
169,1051,2873,2901.73
166,1051,2873,2901.73
169,1055,2942,2971.42
169,1056,2942,2971.42
165,1058,2883,2911.83
165,1058,2800,2828
168,1058,2800,2828
170,1063,2903,2932.03
170,1061,2903,2932.03
167,1061,2859,2887.59
167,1061,2859,2887.59
165,1061,2859,2887.59
165,1057,2908,2937.08
167,1062,2908,2937.08
170,1062,2849,2877.49
170,1061,2849,2877.49
163,1061,2844,2872.44
163,1063,2844,2872.44
166,1063,2781,2808.81
166,1067,2834,2862.34
164,1065,2834,2862.34
164,1065,2805,2833.05
164,1065,2805,2833.05
166,1065,2697,2723.97
166,1058,2697,2723.97
168,1058,2859,2887.59
168,1058,2697,2723.97
160,1058,2697,2723.97
164,1056,2878,2906.78
164,1052,2878,2906.78
159,1052,2658,2684.58
159,1055,2854,2882.54
156,1062,2854,2882.54
158,1074,2815,2843.15
158,1074,2815,2843.15
157,1074,2893,2921.93
157,1088,2859,2887.59
156,1105,2859,2887.59
152,1105,2854,2882.54
152,1126,2751,2778.51
148,1148,2751,2778.51
145,1163,2859,2887.59
142,1185,2844,2872.44
142,1185,2844,2872.44
143,1211,2844,2872.44
136,1238,2756,2783.56
136,1238,2756,2783.56
121,1261,2844,2872.44
134,1285,2869,2897.69
134,1285,2829,2857.29
129,1314,2829,2857.29
120,1314,2781,2808.81
123,1340,2805,2833.05
123,1363,2781,2808.81
121,1387,2781,2808.81
112,1408,2766,2793.66
114,1429,2751,2778.51
115,1429,2795,2822.95
113,1448,2678,2704.78
113,1448,2781,2808.81
108,1483,2825,2853.25
112,1483,2825,2853.25
111,1503,2751,2778.51
104,1529,2756,2783.56
104,1529,2688,2714.88
108,1543,2873,2901.73
107,1557,2717,2744.17
103,1569,2712,2739.12
102,1577,2619,2645.19
102,1577,2605,2631.05
105,1622,2727,2754.27
101,1633,2629,2655.29
96,1645,2482,2506.82
97,1658,2678,2704.78
100,1658,2609,2635.09
99,1686,2561,2586.61
96,1697,2649,2675.49
97,1708,2609,2635.09
95,1730,2507,2532.07
94,1730,2595,2620.95
95,1743,2663,2689.63
93,1755,2634,2660.34
92,1789,2653,2679.53
93,1789,2663,2689.63
92,1801,2595,2620.95
90,1838,2546,2571.46
90,1838,2605,2631.05
87,1868,2575,2600.75
88,1868,2580,2605.8
88,1881,2448,2472.48
86,1913,2517,2542.17
85,1913,2605,2631.05
85,1949,2517,2542.17
83,1966,2570,2595.7
82,1966,2590,2615.9
83,1995,2614,2640.14
84,2012,2575,2600.75
86,2012,2561,2586.61
88,2010,2644,2670.44
87,2010,2697,2723.97
86,2001,2531,2556.31
89,2001,2741,2768.41
89,1983,2722,2749.22
85,1970,2810,2838.1
84,1954,2639,2665.39
88,1954,2795,2822.95
90,1954,2673,2699.73
85,1946,2639,2665.39
82,1951,2580,2605.8
87,1951,2517,2542.17
90,1954,2644,2670.44
88,1961,2697,2723.97
84,1961,2614,2640.14
87,1965,2771,2798.71
90,1958,2781,2808.81
93,1958,2825,2853.25
91,1956,2732,2759.32
87,1939,2893,2921.93
88,1930,2869,2897.69
90,1921,2839,2867.39
85,1921,2961,2990.61
83,1921,3010,3040.1
88,1931,2869,2897.69
91,1931,2893,2921.93
89,1933,2922,2951.22
85,1928,2854,2882.54
87,1928,2888,2916.88
92,1926,2756,2783.56
94,1922,2834,2862.34
89,1922,2771,2798.71
87,1920,2922,2951.22
91,1917,2829,2857.29
93,1911,2976,3005.76
89,1911,2776,2803.76
84,1904,2947,2976.47
82,1903,2781,2808.81
89,1895,2903,2932.03
92,1895,2873,2901.73
91,1895,2927,2956.27
94,1895,2908,2937.08
93,1894,3000,3030
92,1894,3015,3045.15
93,1895,2942,2971.42
93,1890,2981,3010.81
93,1882,2932,2961.32
92,1882,2981,3010.81
93,1878,2966,2995.66
93,1878,3040,3070.4
92,1871,3015,3045.15
92,1868,3010,3040.1
94,1868,2991,3020.91
95,1868,3054,3084.54
94,1868,2942,2971.42
94,1866,3069,3099.69
94,1866,2966,2995.66
95,1866,2937,2966.37
95,1862,2825,2853.25
94,1859,2981,3010.81
95,1859,2976,3005.76
97,1852,2991,3020.91
94,1847,3020,3050.2
92,1844,2956,2985.56
94,1844,3030,3060.3
95,1847,3015,3045.15
95,1845,3049,3079.49
94,1845,3064,3094.64
94,1845,2991,3020.91
95,1839,2927,2956.27
94,1839,2986,3015.86
96,1832,2976,3005.76
99,1825,3064,3094.64
97,1817,2986,3015.86
93,1817,2956,2985.56
100,1816,2893,2921.93
108,1816,2966,2995.66
110,1816,3044,3074.44
109,1818,3059,3089.59
112,1827,2917,2946.17
110,1827,2961,2990.61
111,1819,2927,2956.27
112,1813,2966,2995.66
116,1813,2986,3015.86
124,1811,2971,3000.71
134,1796,2927,2956.27
144,1796,2913,2942.13
153,1793,2913,2942.13
171,1792,2785,2812.85
169,1789,2820,2848.2
178,1809,2829,2857.29
187,1809,2834,2862.34
193,1818,2800,2828
202,1835,2971,3000.71
207,1837,2761,2788.61
211,1837,2825,2853.25
211,1848,2815,2843.15
217,1858,2825,2853.25
220,1869,2839,2867.39
216,1869,2844,2872.44
210,1868,2834,2862.34
213,1834,3000,3030
228,1807,2932,2961.32
235,1807,2976,3005.76
237,1753,3020,3050.2
239,1739,2849,2877.49
232,1753,2883,2911.83
225,1753,2947,2976.47
215,1769,3054,3084.54
219,1790,2873,2901.73
230,1810,2888,2916.88
219,1837,2966,2995.66
212,1837,2859,2887.59
219,1834,2864,2892.64
230,1817,2737,2764.37
227,1817,2815,2843.15
224,1783,2825,2853.25
227,1770,2683,2709.83
235,1762,2683,2709.83
235,1762,2717,2744.17
227,1768,2932,2961.32
227,1782,2873,2901.73
230,1782,2756,2783.56
232,1812,2776,2803.76
226,1819,2790,2817.9
217,1820,2790,2817.9
210,1820,2746,2773.46
214,1804,2829,2857.29
232,1794,2688,2714.88
230,1783,2697,2723.97
225,1783,2614,2640.14
228,1781,2800,2828
226,1781,2624,2650.24
224,1798,2668,2694.68
227,1805,2790,2817.9
223,1814,2697,2723.97
213,1814,2575,2600.75
206,1820,2443,2467.43
212,1815,2590,2615.9
220,1815,2663,2689.63
221,1802,2605,2631.05
224,1796,2605,2631.05
227,1796,2649,2675.49
233,1788,2653,2679.53
230,1788,2551,2576.51
227,1788,2609,2635.09
220,1799,2492,2516.92
214,1809,2624,2650.24
212,1809,2663,2689.63
218,1820,2702,2729.02
214,1820,2624,2650.24
208,1821,2649,2675.49
211,1815,2536,2561.36
226,1802,2497,2521.97
225,1802,2634,2660.34
203,1799,2668,2694.68
207,1799,2585,2610.85
237,1800,2649,2675.49
236,1811,2653,2679.53
215,1811,2663,2689.63
205,1817,2693,2719.93
208,1822,2712,2739.12
215,1822,2766,2793.66
209,1818,2697,2723.97
206,1818,2629,2655.29
205,1818,2502,2527.02
200,1813,2473,2497.73
197,1805,2619,2645.19
198,1805,2668,2694.68
200,1805,2653,2679.53
200,1804,2673,2699.73
197,1804,2585,2610.85
193,1802,2683,2709.83
190,1807,2707,2734.07
190,1812,2712,2739.12
190,1812,2619,2645.19
184,1814,2639,2665.39
180,1811,2712,2739.12
178,1810,2609,2635.09
172,1809,2624,2650.24
167,1806,2521,2546.21
171,1806,2575,2600.75
177,1803,2717,2744.17
172,1804,2624,2650.24
168,1804,2693,2719.93
168,1805,2653,2679.53
169,1805,2678,2704.78
170,1804,2561,2586.61
168,1809,2732,2759.32
161,1809,2649,2675.49
156,1803,2727,2754.27
164,1801,2561,2586.61
154,1803,2595,2620.95
137,1803,2609,2635.09
145,1801,2517,2542.17
152,1799,2605,2631.05
142,1799,2585,2610.85
139,1798,2634,2660.34
146,1797,2624,2650.24
148,1797,2702,2729.02
142,1792,2561,2586.61
136,1790,2658,2684.58
135,1790,2541,2566.41
137,1791,2649,2675.49
138,1796,2688,2714.88
136,1796,2585,2610.85
126,1793,2668,2694.68
119,1795,2751,2778.51
123,1791,2605,2631.05
129,1791,2683,2709.83
126,1788,2673,2699.73
116,1788,2815,2843.15
106,1787,2565,2590.65
104,1779,2815,2843.15
109,1769,2737,2764.37
109,1769,2697,2723.97
106,1767,2810,2838.1
105,1760,2869,2897.69
102,1760,2771,2798.71
100,1749,2834,2862.34
101,1745,2869,2897.69
103,1725,2781,2808.81
107,1718,2805,2833.05
106,1716,2961,2990.61
103,1716,2932,2961.32
101,1723,2825,2853.25
105,1723,2864,2892.64
106,1742,2932,2961.32
99,1783,2888,2916.88
99,1793,2869,2897.69
104,1793,2839,2867.39
104,1799,2908,2937.08
97,1799,2888,2916.88
98,1788,2820,2848.2
106,1774,2839,2867.39
105,1754,2849,2877.49
101,1754,2927,2956.27
103,1739,2898,2926.98
104,1726,2776,2803.76
102,1706,2844,2872.44
103,1695,2854,2882.54
105,1695,2864,2892.64
104,1697,2839,2867.39
102,1713,2834,2862.34
103,1727,2849,2877.49
104,1727,2761,2788.61
102,1757,2854,2882.54
103,1761,2913,2942.13
102,1761,2829,2857.29
102,1755,2932,2961.32
102,1743,2869,2897.69
105,1732,2795,2822.95
104,1705,2854,2882.54
105,1705,2873,2901.73
108,1691,2903,2932.03
107,1679,2805,2833.05
107,1671,2815,2843.15
108,1671,2864,2892.64
106,1659,2839,2867.39
106,1668,2839,2867.39
106,1683,2927,2956.27
104,1705,2849,2877.49
104,1705,2869,2897.69
104,1714,2820,2848.2
104,1718,2751,2778.51
104,1695,2844,2872.44
104,1695,2815,2843.15
107,1680,2795,2822.95
107,1655,2844,2872.44
106,1655,2888,2916.88
105,1645,2820,2848.2
107,1643,2834,2862.34
106,1649,2859,2887.59
107,1657,2864,2892.64
108,1664,2771,2798.71
106,1679,2869,2897.69
105,1679,2932,2961.32
106,1679,2737,2764.37
105,1674,2854,2882.54
107,1666,2859,2887.59
108,1649,2869,2897.69
110,1649,2776,2803.76
109,1636,2751,2778.51
109,1626,2888,2916.88
110,1620,2722,2749.22
109,1620,2795,2822.95
110,1622,2785,2812.85
110,1637,2878,2906.78
109,1637,2795,2822.95
108,1639,2883,2911.83
109,1638,2722,2749.22
112,1636,2810,2838.1
112,1620,2820,2848.2
117,1620,2693,2719.93
117,1609,2693,2719.93
109,1607,2869,2897.69
110,1607,2829,2857.29
112,1610,2741,2768.41
110,1610,2751,2778.51
111,1611,2903,2932.03
113,1614,2756,2783.56
112,1614,2854,2882.54
112,1606,2903,2932.03
114,1600,2688,2714.88
113,1595,2810,2838.1
114,1593,2781,2808.81
113,1590,2741,2768.41
114,1583,2741,2768.41
113,1583,2810,2838.1
111,1583,2688,2714.88
109,1583,2756,2783.56
113,1581,2756,2783.56
114,1581,2624,2650.24
112,1581,2893,2921.93
113,1582,2854,2882.54
113,1574,2917,2946.17
114,1574,2917,2946.17
115,1569,2820,2848.2
116,1568,2761,2788.61
117,1561,2741,2768.41
117,1556,2815,2843.15
117,1556,2722,2749.22
115,1553,2722,2749.22
113,1553,2737,2764.37
115,1551,2815,2843.15
116,1548,2771,2798.71
117,1551,2761,2788.61
117,1554,2917,2946.17
117,1549,2722,2749.22
118,1548,2732,2759.32
117,1547,2732,2759.32
119,1547,2712,2739.12
120,1544,2771,2798.71
118,1543,2888,2916.88
118,1536,2649,2675.49
118,1530,2771,2798.71
118,1530,2771,2798.71
120,1528,2795,2822.95
120,1516,2966,2995.66
119,1516,2761,2788.61
117,1516,2805,2833.05
117,1523,2678,2704.78
118,1525,2678,2704.78
119,1525,2678,2704.78
117,1525,2751,2778.51
117,1524,2737,2764.37
116,1524,2820,2848.2
119,1518,2717,2744.17
119,1507,2800,2828
119,1507,2741,2768.41
119,1500,2741,2768.41
121,1500,2785,2812.85
118,1494,2702,2729.02
119,1500,2771,2798.71
119,1500,2761,2788.61
120,1500,2761,2788.61
120,1502,2820,2848.2
120,1498,2712,2739.12
120,1496,2751,2778.51
120,1496,2771,2798.71
122,1489,2771,2798.71
123,1489,2805,2833.05
122,1479,2825,2853.25
120,1481,2717,2744.17
120,1481,2815,2843.15
121,1483,2688,2714.88
121,1479,2688,2714.88
120,1479,2800,2828
118,1477,2649,2675.49
121,1475,2585,2610.85
121,1470,2629,2655.29
123,1470,2629,2655.29
123,1461,2702,2729.02
122,1456,2668,2694.68
120,1457,2605,2631.05
120,1462,2800,2828
123,1462,2727,2754.27
124,1462,2727,2754.27
122,1463,2737,2764.37
122,1466,2697,2723.97
123,1460,2688,2714.88
123,1457,2619,2645.19
125,1456,2619,2645.19
127,1446,2751,2778.51
127,1446,2663,2689.63
122,1440,2712,2739.12
122,1437,2644,2670.44
127,1427,2644,2670.44
129,1432,2737,2764.37
128,1432,2810,2838.1
126,1443,2741,2768.41
127,1447,2673,2699.73
129,1446,2639,2665.39
129,1446,2746,2773.46
129,1443,2707,2734.07
129,1432,2771,2798.71
130,1423,2771,2798.71
124,1411,2678,2704.78
128,1407,2820,2848.2
131,1403,2678,2704.78
129,1404,2565,2590.65
129,1404,2707,2734.07
130,1410,2707,2734.07
132,1414,2756,2783.56
130,1414,2761,2788.61
128,1421,2712,2739.12
128,1424,2751,2778.51
128,1420,2751,2778.51
128,1417,2839,2867.39
130,1407,2810,2838.1
132,1407,2913,2942.13
132,1397,2800,2828
132,1391,2800,2828
129,1391,2785,2812.85
124,1391,2810,2838.1
124,1389,2869,2897.69
131,1389,2869,2897.69
134,1393,2795,2822.95
127,1396,2864,2892.64
128,1396,2825,2853.25
128,1394,2795,2822.95
125,1386,2795,2822.95
131,1386,2844,2872.44
134,1380,2873,2901.73
134,1380,2746,2773.46
130,1380,2746,2773.46
131,1367,2722,2749.22
128,1367,2707,2734.07
128,1375,2727,2754.27
130,1378,2727,2754.27
128,1378,2688,2714.88
132,1376,2810,2838.1
132,1376,2688,2714.88
134,1373,2688,2714.88
134,1369,2810,2838.1
135,1369,2663,2689.63
135,1364,2727,2754.27
132,1364,2727,2754.27
131,1355,2727,2754.27
137,1353,2668,2694.68
137,1357,2668,2694.68
140,1356,2766,2793.66
136,1355,2737,2764.37
136,1355,2732,2759.32
136,1353,2825,2853.25
135,1352,2825,2853.25
137,1347,2781,2808.81
137,1347,2668,2694.68
137,1346,2741,2768.41
135,1346,2741,2768.41
135,1346,2825,2853.25
135,1345,2727,2754.27
135,1342,2727,2754.27
136,1335,2737,2764.37
137,1334,2619,2645.19
139,1334,2737,2764.37
139,1334,2737,2764.37
138,1332,2751,2778.51
136,1334,2683,2709.83
136,1334,2697,2723.97
136,1332,2697,2723.97
138,1332,2776,2803.76
136,1332,2766,2793.66
136,1328,2766,2793.66
141,1320,2761,2788.61
139,1320,2737,2764.37
139,1320,2776,2803.76
142,1316,2776,2803.76
144,1316,2668,2694.68
143,1316,2785,2812.85
143,1313,2785,2812.85
143,1311,2756,2783.56
140,1311,2653,2679.53
140,1316,2800,2828
150,1316,2800,2828
156,1319,2829,2857.29
156,1317,2751,2778.51
170,1316,2751,2778.51
180,1317,2722,2749.22
180,1317,2693,2719.93
161,1315,2693,2719.93
180,1316,2873,2901.73
177,1316,2644,2670.44
177,1320,2644,2670.44
178,1325,2717,2744.17
184,1327,2727,2754.27
184,1327,2683,2709.83
198,1328,2683,2709.83
202,1334,2756,2783.56
207,1341,2732,2759.32
211,1343,2737,2764.37
211,1328,2653,2679.53
225,1328,2653,2679.53
235,1309,2815,2843.15
229,1309,2644,2670.44
229,1289,2644,2670.44
245,1277,2546,2571.46
243,1277,2595,2620.95
243,1271,2595,2620.95
215,1280,2600,2626
243,1296,2653,2679.53
243,1296,2653,2679.53
240,1315,2805,2833.05
206,1326,2600,2626
206,1326,2272,2294.72
199,1328,2272,2294.72
219,1317,2600,2626
224,1317,2292,2314.92
224,1299,2292,2314.92
230,1282,2624,2650.24
240,1272,2634,2660.34
240,1272,2634,2660.34
246,1270,2482,2506.82
240,1270,2551,2576.51
240,1282,2551,2576.51
237,1296,2634,2660.34
212,1296,2600,2626
212,1312,2570,2595.7
218,1326,2570,2595.7
223,1329,2502,2527.02
219,1329,2634,2660.34
219,1322,2526,2551.26
222,1307,2482,2506.82
233,1291,2482,2506.82
246,1282,2741,2768.41
246,1278,2668,2694.68
237,1278,2668,2694.68
236,1288,2644,2670.44
236,1288,2629,2655.29
238,1306,2629,2655.29
233,1306,2712,2739.12
233,1327,2727,2754.27
216,1327,2727,2754.27
220,1326,2771,2798.71
230,1318,2702,2729.02
230,1318,2702,2729.02
232,1307,2693,2719.93
238,1299,2649,2675.49
238,1299,2766,2793.66
235,1295,2766,2793.66
229,1299,2717,2744.17
229,1307,2766,2793.66
229,1307,2766,2793.66
242,1318,2732,2759.32
238,1326,2810,2838.1
238,1330,2746,2773.46
232,1330,2746,2773.46
234,1326,2693,2719.93
233,1319,2790,2817.9
230,1309,2776,2803.76
230,1309,2776,2803.76
239,1303,2776,2803.76
231,1303,2678,2704.78
231,1303,2790,2817.9
232,1310,2771,2798.71
232,1319,2771,2798.71
233,1319,2737,2764.37
233,1329,2849,2877.49
235,1335,2849,2877.49
237,1335,2712,2739.12
226,1330,2751,2778.51
211,1330,2663,2689.63
211,1324,2663,2689.63
221,1316,2737,2764.37
227,1316,2820,2848.2
227,1314,2820,2848.2
222,1315,2820,2848.2
237,1315,2653,2679.53
237,1321,2658,2684.58
243,1327,2658,2684.58
236,1335,2761,2788.61
233,1335,2776,2803.76
233,1339,2702,2729.02
216,1344,2702,2729.02
213,1344,2869,2897.69
213,1340,2790,2817.9
225,1340,2790,2817.9
218,1333,2722,2749.22
219,1327,2697,2723.97
219,1324,2688,2714.88
235,1322,2688,2714.88
235,1322,2815,2843.15
235,1325,2927,2956.27
234,1333,2927,2956.27
235,1342,2653,2679.53
217,1342,2829,2857.29
217,1347,2673,2699.73
214,1349,2673,2699.73
217,1344,2673,2699.73
219,1344,2810,2838.1
219,1340,2737,2764.37
219,1333,2761,2788.61
239,1333,2761,2788.61
239,1333,2790,2817.9
239,1333,2741,2768.41
229,1340,2722,2749.22
244,1345,2722,2749.22
239,1348,2776,2803.76
239,1348,2771,2798.71
237,1348,2771,2798.71
255,1351,2785,2812.85
255,1350,2693,2719.93
255,1350,2776,2803.76
258,1350,2776,2803.76
262,1350,2658,2684.58
263,1346,2624,2650.24
263,1347,2600,2626
261,1347,2600,2626
259,1351,2614,2640.14
259,1351,2605,2631.05
256,1356,2605,2631.05
261,1361,2629,2655.29
257,1361,2565,2590.65
257,1362,2487,2511.87
257,1362,2487,2511.87
258,1362,2507,2532.07
261,1360,2448,2472.48
261,1359,2502,2527.02
262,1355,2502,2527.02
259,1355,2600,2626
258,1355,2600,2626
257,1360,2565,2590.65
258,1360,2600,2626
258,1363,2438,2462.38
296,1371,2565,2590.65
279,1371,2565,2590.65
248,1375,2492,2516.92
261,1375,2619,2645.19
261,1373,2580,2605.8
262,1371,2580,2605.8
259,1371,2546,2571.46
262,1369,2727,2754.27
262,1371,2546,2571.46
258,1372,2546,2571.46
263,1375,2673,2699.73
263,1375,2634,2660.34
263,1377,2693,2719.93
258,1381,2693,2719.93
261,1381,2693,2719.93
262,1384,2644,2670.44
262,1382,2766,2793.66
258,1383,2712,2739.12
257,1383,2580,2605.8
255,1381,2580,2605.8
257,1381,2590,2615.9
260,1383,2722,2749.22
260,1385,2619,2645.19
255,1391,2722,2749.22
260,1395,2722,2749.22
267,1397,2565,2590.65
260,1397,2639,2665.39
260,1398,2575,2600.75
256,1400,2717,2744.17
256,1397,2717,2744.17
263,1397,2448,2472.48
263,1396,2609,2635.09
263,1395,2639,2665.39
256,1398,2605,2631.05
259,1401,2605,2631.05
262,1401,2624,2650.24
255,1404,2712,2739.12
252,1406,2653,2679.53
252,1410,2634,2660.34
256,1412,2634,2660.34
257,1412,2697,2723.97
256,1412,2580,2605.8
256,1411,2546,2571.46
254,1411,2463,2487.63
259,1411,2463,2487.63
254,1411,2541,2566.41
255,1410,2639,2665.39
254,1411,2399,2422.99
254,1418,2565,2590.65
253,1420,2565,2590.65
255,1422,2663,2689.63
262,1422,2614,2640.14
250,1423,2629,2655.29
250,1426,2585,2610.85
250,1426,2585,2610.85
253,1428,2605,2631.05
261,1427,2541,2566.41
262,1425,2649,2675.49
262,1425,2590,2615.9
254,1425,2580,2605.8
250,1427,2688,2714.88
250,1429,2482,2506.82
251,1433,2482,2506.82
254,1433,2424,2448.24
250,1437,2590,2615.9
252,1440,2463,2487.63
252,1442,2502,2527.02
249,1443,2649,2675.49
251,1443,2649,2675.49
268,1443,2561,2586.61
264,1442,2614,2640.14
252,1440,2541,2566.41
252,1441,2306,2329.06
252,1441,2306,2329.06
253,1441,2536,2561.36
252,1441,2595,2620.95
257,1444,2551,2576.51
257,1450,2624,2650.24
260,1450,2458,2482.58
254,1453,2458,2482.58
243,1452,2624,2650.24
243,1452,2556,2581.56
258,1452,2556,2581.56
258,1452,2570,2595.7
244,1452,2570,2595.7
225,1452,2341,2364.41
226,1453,2536,2561.36
228,1457,2463,2487.63
227,1458,2551,2576.51
227,1458,2546,2571.46
226,1458,2546,2571.46
225,1458,2482,2506.82
224,1460,2434,2458.34
224,1463,2404,2428.04
224,1463,2512,2537.12
225,1463,2355,2378.55
224,1465,2663,2689.63
222,1463,2663,2689.63
225,1463,2390,2413.9
226,1463,2551,2576.51
227,1462,2619,2645.19
224,1465,2575,2600.75
224,1467,2653,2679.53
224,1469,2653,2679.53
227,1469,2497,2521.97
230,1470,2565,2590.65
229,1473,2663,2689.63
229,1473,2585,2610.85
224,1474,2658,2684.58
224,1471,2658,2684.58
226,1472,2492,2516.92
223,1472,2546,2571.46
228,1472,2619,2645.19
228,1472,2570,2595.7
229,1468,2570,2595.7
225,1468,2600,2626
226,1471,2619,2645.19
225,1473,2644,2670.44
225,1478,2629,2655.29
225,1479,2629,2655.29
225,1479,2492,2516.92
215,1483,2600,2626
222,1482,2570,2595.7
222,1482,2502,2527.02
226,1477,2502,2527.02
212,1477,2365,2388.65
218,1477,2536,2561.36
230,1475,2624,2650.24
230,1474,2634,2660.34
223,1476,2575,2600.75
197,1476,2575,2600.75
200,1481,2624,2650.24
216,1481,2546,2571.46
207,1484,2678,2704.78
207,1484,2605,2631.05
206,1485,2619,2645.19
204,1482,2619,2645.19
197,1482,2722,2749.22
189,1481,2595,2620.95
181,1479,2619,2645.19
165,1481,2639,2665.39
165,1481,2614,2640.14
179,1482,2776,2803.76
184,1481,2776,2803.76
180,1481,2565,2590.65
178,1482,2644,2670.44
178,1481,2751,2778.51
178,1477,2565,2590.65
174,1473,2629,2655.29
172,1477,2629,2655.29
165,1477,2722,2749.22
168,1478,2629,2655.29
171,1476,2614,2640.14
171,1481,2487,2511.87
166,1481,2614,2640.14
157,1482,2614,2640.14
155,1482,2565,2590.65
156,1482,2614,2640.14
154,1479,2561,2586.61
154,1479,2575,2600.75
152,1472,2575,2600.75
150,1469,2580,2605.8
140,1469,2678,2704.78
137,1463,2502,2527.02
137,1463,2321,2344.21
149,1458,2321,2344.21
142,1460,2521,2546.21
130,1460,2526,2551.26
129,1461,2468,2492.68
129,1465,2487,2511.87
126,1465,2487,2511.87
127,1467,2644,2670.44
127,1465,2634,2660.34
127,1465,2624,2650.24
127,1463,2663,2689.63
129,1458,2663,2689.63
131,1458,2541,2566.41
130,1455,2693,2719.93
129,1447,2688,2714.88
129,1446,2673,2699.73
130,1437,2673,2699.73
132,1437,2614,2640.14
131,1427,2595,2620.95
132,1425,2702,2729.02
132,1423,2663,2689.63
132,1421,2663,2689.63
137,1416,2722,2749.22
135,1411,2649,2675.49
131,1411,2673,2699.73
131,1412,2688,2714.88
131,1406,2688,2714.88
134,1406,2707,2734.07
137,1400,2639,2665.39
137,1401,2580,2605.8
139,1407,2580,2605.8
154,1412,2653,2679.53
154,1409,2658,2684.58
158,1409,2614,2640.14
158,1409,2805,2833.05
174,1429,2805,2833.05
174,1433,2644,2670.44
178,1434,2673,2699.73
185,1434,2624,2650.24
185,1435,2741,2768.41
194,1438,2624,2650.24
200,1437,2624,2650.24
205,1437,2751,2778.51
213,1440,2590,2615.9
217,1445,2546,2571.46
217,1453,2834,2862.34
215,1454,2575,2600.75
222,1454,2575,2600.75
225,1415,2463,2487.63
228,1415,2561,2586.61
228,1389,2385,2408.85
237,1368,2385,2408.85
237,1356,2409,2433.09
230,1356,2140,2161.4
228,1363,2463,2487.63
228,1381,2355,2378.55
235,1403,2355,2378.55
235,1424,2438,2462.38
215,1433,2277,2299.77
194,1433,2424,2448.24
194,1433,2233,2255.33
221,1418,2233,2255.33
243,1418,2546,2571.46
245,1394,2502,2527.02
245,1373,2521,2546.21
253,1360,2546,2571.46
262,1358,2394,2417.94
264,1365,2394,2417.94
263,1365,2478,2502.78
261,1383,2526,2551.26
262,1403,2556,2581.56
262,1416,2614,2640.14
259,1416,2614,2640.14
263,1418,2668,2694.68
263,1418,2512,2537.12
266,1411,2605,2631.05
266,1396,2492,2516.92
269,1382,2492,2516.92
263,1373,2653,2679.53
271,1374,2580,2605.8
287,1382,2575,2600.75
271,1382,2292,2314.92
271,1392,2453,2477.53
279,1402,2580,2605.8
288,1412,2551,2576.51
276,1413,2551,2576.51
306,1409,2487,2511.87
308,1409,2575,2600.75
310,1398,2561,2586.61
327,1391,2521,2546.21
327,1387,2570,2595.7
336,1385,2570,2595.7
339,1392,2556,2581.56
343,1404,2487,2511.87
346,1415,2419,2443.19
348,1415,2262,2284.62
357,1427,2399,2422.99
357,1431,2473,2497.73
365,1431,2473,2497.73
363,1424,2526,2551.26
380,1424,2585,2610.85
380,1415,2536,2561.36
401,1406,2453,2477.53
416,1410,2565,2590.65
429,1410,2634,2660.34
434,1424,2732,2759.32
434,1437,2893,2921.93
434,1448,2893,2921.93
419,1452,2829,2857.29
415,1449,2825,2853.25
423,1440,2825,2853.25
426,1435,2864,2892.64
418,1429,2815,2843.15
409,1429,2815,2843.15
419,1430,2693,2719.93
429,1436,2600,2626
427,1449,2600,2626
427,1461,2546,2571.46
426,1471,2546,2571.46
445,1471,2502,2527.02
465,1472,2546,2571.46
456,1475,2619,2645.19
456,1472,2605,2631.05
464,1465,2605,2631.05
482,1465,2419,2443.19
498,1458,2380,2403.8
484,1458,2258,2280.58
484,1464,2243,2265.43
493,1468,2531,2556.31
503,1478,2531,2556.31
516,1478,2390,2413.9
513,1492,2194,2215.94
502,1506,2468,2492.68
474,1519,2478,2502.78
486,1520,2409,2433.09
486,1520,2565,2590.65
485,1508,2565,2590.65
482,1508,2541,2566.41
494,1494,2673,2699.73
496,1494,2658,2684.58
496,1498,2644,2670.44
498,1505,2644,2670.44
487,1505,2790,2817.9
463,1514,2658,2684.58
457,1524,2658,2684.58
457,1538,2609,2635.09
456,1543,2653,2679.53
452,1549,2570,2595.7
452,1543,2712,2739.12
455,1539,2649,2675.49
446,1539,2649,2675.49
452,1536,2702,2729.02
455,1537,2629,2655.29
451,1538,2702,2729.02
460,1548,2624,2650.24
465,1548,2649,2675.49
466,1556,2751,2778.51
461,1564,2609,2635.09
449,1574,2693,2719.93
454,1581,2663,2689.63
454,1585,2575,2600.75
459,1586,2419,2443.19
456,1590,2565,2590.65
452,1592,2497,2521.97
457,1595,2541,2566.41
462,1595,2541,2566.41
450,1603,2556,2581.56
448,1603,2585,2610.85
456,1606,2385,2408.85
459,1610,2580,2605.8
462,1610,2658,2684.58
459,1617,2438,2462.38
454,1625,2429,2453.29
458,1625,2600,2626
465,1626,2541,2566.41
459,1634,2561,2586.61
449,1631,2370,2393.7
457,1638,2458,2482.58
457,1638,2272,2294.72
458,1648,2463,2487.63
445,1648,2228,2250.28
455,1651,2468,2492.68
450,1652,2517,2542.17
452,1659,2443,2467.43
457,1667,2600,2626
