 mAir, RPM, O2Sf, Target
97,1314,2086,2106.86
97,1314,2238,2260.38
101,1338,2096,2116.96
101,1382,2424,2448.24
100,1391,2424,2448.24
97,1383,2448,2472.48
95,1373,2272,2294.72
96,1373,2179,2200.79
96,1364,2179,2200.79
99,1352,2375,2398.75
101,1340,2121,2142.21
101,1340,2306,2329.06
101,1340,2306,2329.06
98,1321,2394,2417.94
96,1321,2321,2344.21
96,1332,2321,2344.21
98,1362,2419,2443.19
100,1362,2434,2458.34
99,1384,2521,2546.21
99,1380,2531,2556.31
96,1365,2531,2556.31
96,1348,2482,2506.82
103,1348,2482,2506.82
103,1338,2482,2506.82
104,1328,2487,2511.87
105,1328,2380,2403.8
105,1324,2717,2744.17
101,1342,2717,2744.17
100,1367,2707,2734.07
101,1367,2795,2822.95
101,1365,2668,2694.68
101,1350,2668,2694.68
100,1342,2722,2749.22
102,1348,2722,2749.22
102,1352,2600,2626
102,1352,2600,2626
102,1348,2600,2626
101,1341,2502,2527.02
98,1341,2702,2729.02
98,1342,2605,2631.05
101,1343,2605,2631.05
104,1343,2492,2516.92
98,1344,2551,2576.51
98,1348,2551,2576.51
98,1352,2649,2675.49
102,1348,2570,2595.7
104,1348,2570,2595.7
104,1346,2658,2684.58
103,1337,2658,2684.58
103,1342,2605,2631.05
104,1342,2649,2675.49
104,1347,2649,2675.49
102,1345,2443,2467.43
103,1345,2590,2615.9
105,1344,2663,2689.63
105,1344,2663,2689.63
104,1341,2722,2749.22
103,1335,2463,2487.63
104,1335,2580,2605.8
104,1341,2653,2679.53
101,1347,2653,2679.53
100,1343,2658,2684.58
101,1337,2678,2704.78
103,1335,2653,2679.53
103,1335,2653,2679.53
103,1338,2751,2778.51
103,1340,2717,2744.17
102,1340,2727,2754.27
102,1337,2727,2754.27
103,1336,2771,2798.71
102,1336,2795,2822.95
101,1344,2766,2793.66
101,1342,2766,2793.66
97,1337,2908,2937.08
99,1336,2771,2798.71
99,1336,2839,2867.39
99,1334,2839,2867.39
100,1332,2795,2822.95
101,1327,2810,2838.1
98,1327,2751,2778.51
98,1332,2751,2778.51
99,1346,2697,2723.97
102,1346,2609,2635.09
102,1345,2614,2640.14
102,1337,2614,2640.14
103,1332,2756,2783.56
103,1332,2732,2759.32
103,1329,2717,2744.17
101,1329,2717,2744.17
99,1332,2722,2749.22
99,1332,2834,2862.34
99,1332,2834,2862.34
101,1337,2844,2872.44
99,1333,2844,2872.44
100,1325,2737,2764.37
103,1329,2663,2689.63
103,1329,2663,2689.63
105,1329,2737,2764.37
100,1332,2761,2788.61
100,1331,2707,2734.07
99,1326,2707,2734.07
100,1326,2737,2764.37
102,1328,2678,2704.78
102,1335,2844,2872.44
103,1331,2844,2872.44
102,1322,2810,2838.1
102,1322,2800,2828
100,1324,2800,2828
102,1329,2805,2833.05
102,1329,2732,2759.32
104,1328,2732,2759.32
104,1321,2741,2768.41
102,1321,2697,2723.97
102,1323,2795,2822.95
101,1331,2795,2822.95
100,1331,2717,2744.17
100,1331,2746,2773.46
100,1323,2746,2773.46
101,1316,2854,2882.54
104,1320,2859,2887.59
104,1320,2653,2679.53
103,1324,2653,2679.53
103,1324,2766,2793.66
103,1323,2898,2926.98
100,1325,2898,2926.98
101,1328,2893,2921.93
101,1328,2727,2754.27
101,1324,2746,2773.46
101,1321,2746,2773.46
102,1320,2732,2759.32
102,1318,2810,2838.1
102,1318,2746,2773.46
100,1315,2746,2773.46
101,1317,2878,2906.78
102,1317,2932,2961.32
102,1328,2844,2872.44
101,1328,2854,2882.54
101,1322,2854,2882.54
101,1322,2869,2897.69
101,1310,2810,2838.1
102,1311,2810,2838.1
102,1311,2859,2887.59
102,1315,2893,2921.93
101,1318,2893,2921.93
101,1318,2873,2901.73
101,1319,2917,2946.17
104,1312,2917,2946.17
104,1317,2815,2843.15
105,1316,2825,2853.25
105,1316,2825,2853.25
107,1309,2815,2843.15
105,1309,2800,2828
105,1312,2893,2921.93
104,1313,2893,2921.93
103,1313,2932,2961.32
103,1312,2781,2808.81
105,1312,2966,2995.66
104,1310,2883,2911.83
103,1311,2883,2911.83
102,1312,2834,2862.34
102,1312,2956,2985.56
105,1305,2956,2985.56
103,1305,2688,2714.88
103,1309,2697,2723.97
99,1318,2697,2723.97
100,1321,2722,2749.22
100,1321,2829,2857.29
103,1309,2829,2857.29
102,1301,2785,2812.85
102,1301,2849,2877.49
102,1301,2849,2877.49
102,1304,2854,2882.54
103,1304,2693,2719.93
103,1303,2956,2985.56
103,1302,2956,2985.56
104,1301,2737,2764.37
105,1305,2844,2872.44
107,1305,2790,2817.9
107,1299,2790,2817.9
106,1298,2937,2966.37
103,1298,2839,2867.39
103,1299,2873,2901.73
103,1302,2834,2862.34
103,1297,2781,2808.81
100,1300,2781,2808.81
101,1301,2854,2882.54
104,1294,2844,2872.44
104,1294,2776,2803.76
103,1288,2776,2803.76
102,1296,2737,2764.37
105,1296,2898,2926.98
105,1305,2898,2926.98
105,1305,2751,2778.51
102,1305,2727,2754.27
102,1291,2854,2882.54
99,1283,2854,2882.54
102,1288,2834,2862.34
105,1288,2864,2892.64
105,1297,2869,2897.69
100,1302,2869,2897.69
98,1297,2712,2739.12
98,1297,2820,2848.2
101,1289,2820,2848.2
101,1281,2805,2833.05
101,1279,2805,2833.05
101,1279,2756,2783.56
101,1289,2756,2783.56
102,1289,2849,2877.49
102,1299,2825,2853.25
101,1290,2825,2853.25
101,1290,2825,2853.25
101,1281,2829,2857.29
102,1275,2829,2857.29
104,1283,2693,2719.93
104,1283,2800,2828
102,1285,2800,2828
102,1285,2854,2882.54
102,1278,2737,2764.37
102,1280,2737,2764.37
103,1280,2727,2754.27
103,1282,2756,2783.56
103,1281,2756,2783.56
102,1271,2820,2848.2
102,1271,2678,2704.78
101,1271,2678,2704.78
102,1279,2785,2812.85
102,1279,2707,2734.07
104,1278,2707,2734.07
104,1278,2825,2853.25
104,1268,2785,2812.85
102,1269,2903,2932.03
104,1273,2903,2932.03
104,1273,2732,2759.32
104,1272,2790,2817.9
103,1261,2790,2817.9
102,1259,2815,2843.15
102,1259,2859,2887.59
105,1268,2859,2887.59
104,1270,2741,2768.41
102,1270,2795,2822.95
102,1265,2707,2734.07
102,1257,2707,2734.07
104,1251,2737,2764.37
105,1251,2781,2808.81
105,1251,2781,2808.81
104,1251,2766,2793.66
105,1252,2776,2803.76
105,1252,2869,2897.69
105,1255,2869,2897.69
104,1249,2776,2803.76
106,1249,2756,2783.56
106,1237,2756,2783.56
107,1231,2854,2882.54
108,1236,2688,2714.88
108,1236,2839,2867.39
108,1240,2839,2867.39
107,1234,2795,2822.95
106,1234,2693,2719.93
106,1227,2693,2719.93
105,1231,2624,2650.24
108,1231,2707,2734.07
108,1226,2707,2734.07
108,1222,2781,2808.81
109,1222,2737,2764.37
109,1217,2737,2764.37
109,1214,2820,2848.2
109,1214,2658,2684.58
109,1212,2658,2684.58
109,1210,2800,2828
110,1209,2776,2803.76
110,1209,2776,2803.76
109,1209,2869,2897.69
108,1209,2883,2911.83
108,1204,2883,2911.83
108,1190,2800,2828
108,1190,2649,2675.49
110,1191,2649,2675.49
110,1191,2815,2843.15
110,1191,2893,2921.93
110,1193,2893,2921.93
110,1180,2795,2822.95
110,1180,2800,2828
110,1176,2800,2828
111,1180,2756,2783.56
111,1180,2766,2793.66
111,1179,2766,2793.66
112,1179,2761,2788.61
112,1168,2697,2723.97
112,1162,2697,2723.97
111,1162,2776,2803.76
111,1162,2805,2833.05
113,1165,2805,2833.05
115,1168,2942,2971.42
115,1160,2913,2942.13
115,1154,2913,2942.13
115,1151,2927,2956.27
115,1146,2932,2961.32
116,1146,2932,2961.32
117,1146,2805,2833.05
117,1138,2751,2778.51
115,1137,2751,2778.51
115,1147,2751,2778.51
115,1147,2771,2798.71
115,1147,2771,2798.71
115,1147,2712,2739.12
115,1140,2873,2901.73
117,1134,2873,2901.73
119,1126,2663,2689.63
119,1126,2790,2817.9
119,1123,2790,2817.9
121,1114,2893,2921.93
121,1114,2893,2921.93
119,1114,2746,2773.46
119,1106,2761,2788.61
119,1105,2761,2788.61
120,1115,2869,2897.69
120,1115,2859,2887.59
119,1122,2859,2887.59
122,1117,2849,2877.49
122,1117,2688,2714.88
122,1117,2688,2714.88
120,1114,2737,2764.37
120,1111,2737,2764.37
122,1108,2746,2773.46
122,1100,2795,2822.95
122,1100,2795,2822.95
121,1100,2829,2857.29
121,1100,2829,2857.29
123,1100,2776,2803.76
123,1097,2942,2971.42
125,1086,2942,2971.42
123,1081,2834,2862.34
123,1081,2834,2862.34
123,1087,2839,2867.39
123,1087,2805,2833.05
123,1091,2805,2833.05
119,1091,2844,2872.44
119,1092,2849,2877.49
125,1088,2849,2877.49
125,1084,2849,2877.49
125,1084,2849,2877.49
122,1084,2859,2887.59
122,1085,2859,2887.59
126,1081,2834,2862.34
126,1077,2898,2926.98
125,1077,2898,2926.98
124,1077,2898,2926.98
124,1075,2761,2788.61
128,1075,2761,2788.61
127,1075,2756,2783.56
127,1071,2756,2783.56
126,1071,2737,2764.37
126,1068,2737,2764.37
129,1068,2888,2916.88
129,1065,2908,2937.08
126,1063,2908,2937.08
125,1063,2746,2773.46
125,1062,2746,2773.46
127,1058,2800,2828
127,1058,2800,2828
126,1058,2815,2843.15
126,1059,2869,2897.69
126,1063,2869,2897.69
126,1063,2927,2956.27
126,1060,2927,2956.27
125,1059,2815,2843.15
125,1059,2805,2833.05
123,1059,2805,2833.05
126,1059,2971,3000.71
126,1057,2971,3000.71
127,1057,3000,3030
127,1047,3000,3030
127,1044,2893,2921.93
127,1044,2976,3005.76
127,1041,2976,3005.76
127,1041,2903,2932.03
130,1041,2903,2932.03
128,1043,2917,2946.17
128,1039,2917,2946.17
128,1038,2825,2853.25
128,1038,2825,2853.25
128,1038,2986,3015.86
128,1037,2996,3025.96
129,1041,2996,3025.96
128,1041,2942,2971.42
128,1041,2942,2971.42
127,1034,2844,2872.44
127,1031,2844,2872.44
127,1031,2956,2985.56
127,1031,2956,2985.56
128,1028,2927,2956.27
128,1028,2932,2961.32
128,1028,2932,2961.32
128,1033,2961,2990.61
131,1029,2961,2990.61
131,1028,3010,3040.1
131,1028,3010,3040.1
129,1028,2961,2990.61
129,1027,2961,2990.61
128,1026,2859,2887.59
128,1026,3010,3040.1
129,1026,3010,3040.1
129,1018,2976,3005.76
129,1016,2976,3005.76
130,1016,2888,2916.88
130,1016,2888,2916.88
131,1017,3044,3074.44
131,1017,3044,3074.44
132,1017,2937,2966.37
132,1019,2937,2966.37
131,1019,2942,2971.42
131,1019,2942,2971.42
130,1020,2932,2961.32
130,1019,2873,2901.73
130,1019,2873,2901.73
132,1019,2913,2942.13
132,1019,2913,2942.13
132,1020,2927,2956.27
132,1020,2927,2956.27
130,1022,2971,3000.71
131,1022,2947,2976.47
131,1022,2947,2976.47
133,1022,2937,2966.37
133,1019,2937,2966.37
131,1017,2878,2906.78
131,1017,2878,2906.78
131,1019,2898,2926.98
131,1019,2952,2981.52
130,1018,2952,2981.52
129,1018,2947,2976.47
129,1020,2947,2976.47
129,1020,3010,3040.1
129,1021,3010,3040.1
127,1021,2956,2985.56
127,1021,2956,2985.56
128,1021,2991,3020.91
128,1021,2986,3015.86
132,1021,2986,3015.86
130,1021,3015,3045.15
130,1021,3015,3045.15
135,1021,3030,3060.3
135,1023,3118,3149.18
132,1017,3118,3149.18
132,1017,2996,3025.96
131,1017,2996,3025.96
131,1018,2961,2990.61
131,1020,2961,2990.61
129,1020,3040,3070.4
129,1020,3040,3070.4
127,1024,3049,3079.49
127,1022,3049,3079.49
131,1022,3035,3065.35
131,1024,3025,3055.25
130,1026,3025,3055.25
130,1026,3000,3030
130,1029,3000,3030
131,1020,3000,3030
131,1020,3000,3030
131,1020,2898,2926.98
131,1015,2898,2926.98
128,1015,3010,3040.1
128,1015,3010,3040.1
131,1015,2966,2995.66
131,1016,2898,2926.98
132,1016,2898,2926.98
130,1015,2981,3010.81
130,1015,2981,3010.81
129,1017,2976,3005.76
129,1017,2976,3005.76
132,1017,3010,3040.1
132,1021,3010,3040.1
131,1023,3098,3128.98
131,1023,2991,3020.91
129,1020,2991,3020.91
130,1020,2952,2981.52
130,1018,2952,2981.52
129,1018,2849,2877.49
129,1018,2849,2877.49
131,1012,2981,3010.81
131,1012,2981,3010.81
135,1012,2893,2921.93
135,1013,2893,2921.93
129,1014,3064,3094.64
129,1014,2961,2990.61
128,1016,2961,2990.61
132,1006,2873,2901.73
132,1006,2873,2901.73
134,1006,3025,3055.25
134,1000,3025,3055.25
133,1000,2869,2897.69
133,996,2869,2897.69
137,996,2883,2911.83
137,993,2883,2911.83
136,991,2966,2995.66
136,991,2966,2995.66
134,991,3040,3070.4
134,991,3040,3070.4
138,991,2829,2857.29
138,993,2829,2857.29
138,996,2922,2951.22
138,996,2922,2951.22
135,996,2898,2926.98
135,1000,2898,2926.98
135,1004,2937,2966.37
135,1004,2937,2966.37
131,1006,2942,2971.42
131,1006,2942,2971.42
130,1006,2864,2892.64
130,1013,3030,3060.3
132,1014,3030,3060.3
131,1016,2956,2985.56
131,1016,2956,2985.56
130,1017,2996,3025.96
130,1017,2996,3025.96
128,1022,2942,2971.42
128,1022,2996,3025.96
131,1019,2996,3025.96
131,1019,2996,3025.96
131,1022,2996,3025.96
130,1022,3054,3084.54
130,1022,3054,3084.54
132,1024,2991,3020.91
132,1026,2991,3020.91
129,1024,2927,2956.27
129,1024,2927,2956.27
128,1024,2864,2892.64
128,1024,2932,2961.32
130,1025,2932,2961.32
130,1025,3054,3084.54
131,1029,3054,3084.54
129,1029,2898,2926.98
129,1022,2898,2926.98
128,1022,2878,2906.78
128,1019,2878,2906.78
131,1024,3000,3030
131,1024,3000,3030
130,1026,3035,3065.35
130,1026,3020,3050.2
127,1024,3020,3050.2
127,1021,2873,2901.73
128,1021,2873,2901.73
127,1021,2961,2990.61
127,1018,2961,2990.61
128,1020,3040,3070.4
128,1020,3040,3070.4
128,1020,2917,2946.17
128,1016,2917,2946.17
131,1016,2937,2966.37
131,1020,2956,2985.56
128,1022,2956,2985.56
129,1022,2981,3010.81
129,1020,2981,3010.81
132,1020,2927,2956.27
132,1020,2927,2956.27
130,1021,2932,2961.32
130,1021,2932,2961.32
129,1021,2898,2926.98
129,1022,2898,2926.98
130,1022,3010,3040.1
130,1022,3000,3030
129,1023,3000,3030
128,1023,2898,2926.98
128,1023,2898,2926.98
132,1026,2991,3020.91
132,1024,2991,3020.91
129,1024,2883,2911.83
129,1024,2883,2911.83
130,1024,2976,3005.76
130,1018,2976,3005.76
132,1018,3093,3123.93
132,1018,2947,2976.47
126,1016,2947,2976.47
130,1016,2976,3005.76
130,1016,2976,3005.76
131,1022,2893,2921.93
131,1011,2893,2921.93
127,1006,2825,2853.25
127,1006,2825,2853.25
131,1006,2864,2892.64
131,1003,2864,2892.64
131,1003,2873,2901.73
131,999,2873,2901.73
133,999,2795,2822.95
133,996,2883,2911.83
135,994,2883,2911.83
135,994,2869,2897.69
134,991,2869,2897.69
135,991,2908,2937.08
135,991,2908,2937.08
131,993,2869,2897.69
131,988,2869,2897.69
130,988,2888,2916.88
130,988,2888,2916.88
134,988,2966,2995.66
134,987,2966,2995.66
134,987,2917,2946.17
134,987,2917,2946.17
136,986,2922,2951.22
136,986,2922,2951.22
135,986,2800,2828
135,986,2947,2976.47
133,986,2947,2976.47
133,990,2893,2921.93
133,993,2893,2921.93
133,996,2854,2882.54
130,996,2854,2882.54
132,996,2917,2946.17
132,998,2917,2946.17
132,994,2839,2867.39
132,994,2839,2867.39
132,994,2932,2961.32
132,996,2932,2961.32
132,991,2844,2872.44
132,991,2844,2872.44
136,991,2966,2995.66
136,992,2849,2877.49
130,996,2849,2877.49
130,996,2903,2932.03
133,996,2903,2932.03
132,993,2908,2937.08
132,993,2908,2937.08
131,986,2883,2911.83
131,986,2883,2911.83
132,989,2991,3020.91
132,989,2991,3020.91
131,991,3084,3114.84
131,991,3084,3114.84
130,991,2952,2981.52
130,990,2996,3025.96
132,992,2996,3025.96
132,992,2981,3010.81
133,988,2981,3010.81
133,988,2991,3020.91
132,987,2991,3020.91
133,987,2908,2937.08
133,986,2908,2937.08
131,986,2864,2892.64
131,985,2864,2892.64
131,985,2908,2937.08
131,988,2908,2937.08
133,988,2952,2981.52
133,988,2952,2981.52
134,988,3035,3065.35
134,987,3035,3065.35
133,986,2844,2872.44
133,986,2844,2872.44
132,986,2952,2981.52
132,989,2952,2981.52
133,991,2869,2897.69
133,991,2869,2897.69
134,991,2932,2961.32
134,992,2932,2961.32
134,988,2922,2951.22
134,988,2922,2951.22
132,988,2966,2995.66
132,988,2966,2995.66
134,992,2878,2906.78
134,992,2878,2906.78
137,992,3040,3070.4
137,987,3040,3070.4
134,989,2913,2942.13
134,989,2913,2942.13
130,995,3010,3040.1
130,995,3010,3040.1
129,995,2883,2911.83
129,997,2883,2911.83
128,997,3015,3045.15
128,992,3015,3045.15
128,993,2952,2981.52
128,993,2952,2981.52
130,997,2956,2985.56
130,997,2903,2932.03
131,1000,2903,2932.03
131,1000,2966,2995.66
131,1000,2966,2995.66
129,1003,2913,2942.13
129,1009,2913,2942.13
128,1009,3035,3065.35
128,1009,3035,3065.35
125,1009,2917,2946.17
125,1015,2917,2946.17
123,1019,2922,2951.22
123,1019,2952,2981.52
124,1021,2952,2981.52
125,1021,2917,2946.17
125,1027,2917,2946.17
126,1029,2898,2926.98
126,1029,2898,2926.98
123,1026,2913,2942.13
123,1026,2913,2942.13
125,1026,2903,2932.03
125,1025,2834,2862.34
124,1027,2834,2862.34
124,1027,2952,2981.52
122,1025,2952,2981.52
124,1025,2883,2911.83
124,1014,2883,2911.83
125,1010,2795,2822.95
125,1010,2795,2822.95
126,1010,2996,3025.96
126,1011,2996,3025.96
125,1010,2888,2916.88
125,1010,2888,2916.88
123,1010,2849,2877.49
123,1003,2834,2862.34
122,1003,2834,2862.34
122,999,2820,2848.2
119,1000,2820,2848.2
119,1000,2908,2937.08
120,1000,2908,2937.08
120,994,2829,2857.29
120,991,2829,2857.29
123,984,2844,2872.44
123,984,2844,2872.44
131,984,2854,2882.54
131,978,2854,2882.54
126,972,2707,2734.07
126,972,2707,2734.07
129,972,2883,2911.83
129,972,2883,2911.83
129,956,2781,2808.81
129,951,2781,2808.81
129,951,2834,2862.34
135,953,2776,2803.76
135,948,2776,2803.76
131,948,2810,2838.1
131,950,2810,2838.1
132,936,2712,2739.12
132,936,2712,2739.12
136,936,2756,2783.56
136,924,2756,2783.56
136,924,2712,2739.12
136,918,2712,2739.12
136,918,2746,2773.46
142,905,2746,2773.46
142,905,2761,2788.61
144,897,2761,2788.61
137,897,2722,2749.22
137,893,2722,2749.22
137,893,2688,2714.88
138,893,2688,2714.88
138,893,2810,2838.1
142,889,2810,2838.1
142,889,2712,2739.12
144,885,2712,2739.12
144,885,2829,2857.29
143,886,2829,2857.29
143,886,2663,2689.63
142,886,2663,2689.63
142,884,2732,2759.32
142,884,2732,2759.32
142,884,2810,2838.1
142,884,2810,2838.1
142,884,2815,2843.15
141,884,2815,2843.15
141,884,2927,2956.27
142,888,2927,2956.27
142,888,2805,2833.05
140,888,2805,2833.05
140,888,2844,2872.44
140,887,2844,2872.44
140,885,3015,3045.15
141,885,3015,3045.15
141,885,2829,2857.29
145,888,2829,2857.29
145,888,2922,2951.22
143,880,2922,2951.22
143,880,2756,2783.56
142,883,2756,2783.56
142,883,3015,3045.15
140,882,3015,3045.15
140,882,2922,2951.22
141,883,2922,2951.22
141,883,3054,3084.54
142,884,3054,3084.54
142,883,2971,3000.71
142,883,2971,3000.71
142,883,3030,3060.3
137,886,3030,3060.3
137,886,3044,3074.44
135,889,3044,3074.44
135,889,2947,2976.47
135,889,2947,2976.47
135,889,3049,3079.49
136,885,3049,3079.49
136,885,2966,2995.66
142,876,2966,2995.66
142,876,2864,2892.64
141,880,2864,2892.64
141,880,2864,2892.64
139,871,3020,3050.2
139,871,3015,3045.15
138,866,3015,3045.15
138,866,3054,3084.54
137,873,3054,3084.54
137,880,2956,2985.56
137,880,2956,2985.56
139,877,2981,3010.81
139,877,2981,3010.81
138,877,2971,3000.71
138,877,2971,3000.71
141,877,3030,3060.3
141,881,3030,3060.3
141,881,2966,2995.66
143,886,2966,2995.66
143,886,3069,3099.69
140,884,3069,3099.69
140,885,2981,3010.81
137,885,2981,3010.81
137,885,2956,2985.56
133,882,2956,2985.56
133,884,2991,3020.91
137,884,2991,3020.91
137,884,2952,2981.52
136,889,2952,2981.52
136,889,2952,2981.52
134,884,2952,2981.52
134,884,2971,3000.71
137,884,2971,3000.71
137,884,2903,2932.03
136,890,2903,2932.03
136,890,3020,3050.2
135,891,3020,3050.2
135,893,2937,2966.37
136,893,2937,2966.37
136,893,2927,2956.27
135,888,2927,2956.27
139,888,2849,2877.49
139,888,2849,2877.49
139,888,2873,2901.73
163,879,2873,2901.73
163,871,2864,2892.64
236,871,2864,2892.64
236,871,2825,2853.25
341,868,2825,2853.25
443,868,2825,2853.25
443,874,2825,2853.25
443,874,2883,2911.83
568,870,2883,2911.83
568,870,2991,3020.91
668,899,2991,3020.91
668,899,2825,2853.25
678,909,2825,2853.25
678,969,2883,2911.83
633,969,2883,2911.83
614,969,2903,2932.03
614,1015,2903,2932.03
603,1082,2771,2798.71
549,1129,2570,2595.7
549,1129,2795,2822.95
526,1196,2795,2822.95
485,1196,2873,2901.73
485,1250,3054,3084.54
502,1305,3054,3084.54
505,1351,3054,3084.54
499,1351,2966,2995.66
499,1402,3044,3074.44
504,1462,3118,3149.18
496,1479,2947,2976.47
491,1506,2781,2808.81
499,1521,2800,2828
512,1521,2697,2723.97
504,1533,2605,2631.05
503,1540,2624,2650.24
514,1553,2487,2511.87
514,1556,2429,2453.29
511,1557,2292,2314.92
507,1550,2292,2314.92
510,1550,2262,2284.62
513,1535,2404,2428.04
503,1521,2370,2393.7
507,1505,2360,2383.6
506,1491,2394,2417.94
506,1491,2507,2532.07
509,1472,2321,2344.21
518,1450,2321,2344.21
511,1450,2443,2467.43
518,1428,2370,2393.7
518,1409,2541,2566.41
515,1381,2541,2566.41
520,1358,2570,2595.7
520,1358,2551,2576.51
539,1327,2551,2576.51
564,1299,2487,2511.87
533,1299,2653,2679.53
533,1264,2653,2679.53
532,1231,2712,2739.12
572,1231,2629,2655.29
572,1231,2629,2655.29
556,1192,2565,2590.65
556,1159,2737,2764.37
572,1104,2737,2764.37
592,1054,2683,2709.83
592,1054,2683,2709.83
597,989,2771,2798.71
597,989,2771,2798.71
577,989,2697,2723.97
577,945,2697,2723.97
588,906,2605,2631.05
588,906,2605,2631.05
521,906,2605,2631.05
521,904,2605,2631.05
505,938,2619,2645.19
505,938,2619,2645.19
544,938,2658,2684.58
544,1012,2658,2684.58
527,1078,2751,2778.51
530,1164,2839,2867.39
530,1164,2683,2709.83
534,1222,2683,2709.83
543,1222,2781,2808.81
543,1290,2825,2853.25
548,1319,2825,2853.25
521,1341,2883,2911.83
541,1336,2781,2808.81
541,1336,2663,2689.63
545,1338,2663,2689.63
547,1338,2756,2783.56
547,1320,2810,2838.1
517,1307,2810,2838.1
511,1290,2624,2650.24
546,1290,2556,2581.56
546,1300,2556,2581.56
533,1313,2619,2645.19
527,1337,2697,2723.97
527,1337,2556,2581.56
534,1364,2556,2581.56
558,1364,2399,2422.99
537,1418,2487,2511.87
545,1450,2531,2556.31
516,1506,2365,2388.65
491,1539,2468,2492.68
508,1586,2443,2467.43
518,1614,2668,2694.68
523,1645,2653,2679.53
543,1676,2473,2497.73
562,1676,2673,2699.73
567,1680,2497,2521.97
559,1665,2551,2576.51
558,1665,2551,2576.51
562,1664,2624,2650.24
558,1666,2277,2299.77
559,1676,2292,2314.92
558,1676,2321,2344.21
550,1706,2228,2250.28
542,1742,2414,2438.14
564,1776,2546,2571.46
583,1776,2341,2364.41
543,1850,2375,2398.75
526,1884,2443,2467.43
535,1884,2331,2354.31
510,1944,2609,2635.09
503,1969,2556,2581.56
520,1969,2517,2542.17
527,1997,2429,2453.29
530,2014,2751,2778.51
539,2020,2468,2492.68
535,2020,2605,2631.05
527,2027,2551,2576.51
544,2034,2639,2665.39
546,2034,2600,2626
536,2044,2595,2620.95
525,2066,2737,2764.37
544,2090,2629,2655.29
537,2090,2614,2640.14
537,2130,2673,2699.73
524,2130,2434,2458.34
521,2151,2409,2433.09
521,2200,2766,2793.66
520,2241,2600,2626
523,2283,2609,2635.09
515,2283,2746,2773.46
515,2303,2360,2383.6
532,2329,2629,2655.29
532,2329,2556,2581.56
532,2347,2541,2566.41
528,2363,2565,2590.65
528,2363,2590,2615.9
545,2378,2556,2581.56
544,2399,2600,2626
544,2399,2668,2694.68
554,2418,2634,2660.34
538,2448,2614,2640.14
538,2448,2570,2595.7
544,2479,2644,2670.44
535,2479,2526,2551.26
532,2517,2644,2670.44
532,2517,2697,2723.97
533,2605,2668,2694.68
534,2605,2820,2848.2
538,2605,2712,2739.12
534,2639,2761,2788.61
534,2698,2849,2877.49
536,2698,2776,2803.76
518,2744,2673,2699.73
509,2792,2673,2699.73
515,2822,2883,2911.83
515,2837,2991,3020.91
523,2837,2927,2956.27
521,2843,2927,2956.27
518,2843,2927,2956.27
521,2841,2986,3015.86
517,2826,2927,2956.27
525,2818,2942,2971.42
525,2818,2991,3020.91
520,2816,2991,3020.91
520,2824,2917,2946.17
513,2824,2966,2995.66
509,2841,3000,3030
516,2868,3000,3030
522,2917,3000,3030
522,2917,2829,2857.29
516,2954,2947,2976.47
512,3013,2829,2857.29
493,3013,2829,2857.29
501,3045,2829,2857.29
497,3074,2952,2981.52
493,3106,2942,2971.42
497,3106,2942,2971.42
495,3128,2942,2971.42
495,3138,2859,2887.59
501,3145,2834,2862.34
501,3145,2825,2853.25
502,3158,2825,2853.25
493,3158,2825,2853.25
476,3173,2873,2901.73
484,3189,2771,2798.71
486,3189,2771,2798.71
477,3215,2771,2798.71
485,3236,2717,2744.17
479,3255,2810,2838.1
473,3285,2810,2838.1
469,3285,2810,2838.1
470,3318,2697,2723.97
470,3335,2737,2764.37
471,3355,2737,2764.37
474,3375,2737,2764.37
470,3389,2722,2749.22
469,3389,2741,2768.41
476,3413,2790,2817.9
463,3434,2790,2817.9
463,3446,2673,2699.73
462,3446,2707,2734.07
463,3476,2683,2709.83
464,3476,2683,2709.83
455,3498,2668,2694.68
457,3523,2737,2764.37
453,3523,2761,2788.61
443,3539,2761,2788.61
319,3558,2644,2670.44
328,3571,2688,2714.88
287,3571,2864,2892.64
237,3578,2864,2892.64
187,3574,2864,2892.64
128,3548,3113,3144.13
93,3548,3113,3144.13
72,3548,3113,3144.13
62,3489,3113,3144.13
56,3489,3519,3554.19
53,3482,3519,3554.19
51,3476,3519,3554.19
54,3489,3699,3735.99
57,3489,3655,3691.55
64,3507,3655,3691.55
67,3510,3655,3691.55
68,3510,3387,3420.87
69,3520,3377,3410.77
69,3523,3377,3410.77
66,3526,3377,3410.77
65,3526,3172,3203.72
65,3529,3054,3084.54
61,3529,3054,3084.54
58,3526,3054,3084.54
54,3523,2971,3000.71
49,3523,3069,3099.69
45,3514,3069,3099.69
43,3514,3069,3099.69
41,3486,3049,3079.49
40,3467,3098,3128.98
39,3467,3098,3128.98
38,3452,3098,3128.98
39,3425,3196,3227.96
42,3395,3206,3238.06
42,3395,3206,3238.06
42,3375,3074,3104.74
43,3346,3035,3065.35
44,3346,3040,3070.4
48,3304,3040,3070.4
52,3244,2898,2926.98
69,3191,2888,2916.88
103,3191,2790,2817.9
146,3091,2790,2817.9
181,3038,2790,2817.9
218,3038,1735,1752.35
252,2952,1358,1371.58
252,2849,1490,1504.9
283,2788,1490,1504.9
310,2788,1001,1011.01
346,2700,1397,1410.97
